,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
1068,rMZE4yAqCRuD9AjYoMCITw,"""Advanced Pain Management""",Greenbush,"""202 S Park St""",Madison,WI,53715,43.065815,-89.40142370000001,2.0,3,1,doctors
1102,-EJZRlgLXORMaR_8XMRH2w,"""Center for Oral & Maxillofacial Surgery""",Walnut Grove,"""7007 Old Sauk Rd""",Madison,WI,53717,43.07548,-89.503099,4.0,5,1,dentists
1179,e7g34ikXUrH1jonV9ggaWQ,"""Chalet Ski & Patio""",,"""5252 Verona Rd""",Fitchburg,WI,53711,43.022008899999996,-89.47019420000001,2.5,5,1,shopping
1234,EZdLmNto9A5FjkTK2oU66w,"""Greenway Station Shopping Center""",,"""1620 Deming Way""",Middleton,WI,53562,43.0912145,-89.52753220000001,3.0,9,1,fashion
1287,Biou7Y1vSm5nFtJBecUHsA,"""Wright Vision Care""",,"""2808 Prairie Lakes Dr, Ste 106""",Sun Prairie,WI,53590,43.1671641,-89.2694132,4.0,3,1,shopping
1400,GdnLAgRXt43eISMtJEOZRg,"""Sushi Express""",Capitol,"""610 University Ave""",Madison,WI,53715,43.073336100000006,-89.396349,3.5,76,1,japanese
1463,sHNIPQEuBNEYIFM85suTgQ,"""Gless Nails Spa""",,"""6425 Odana Rd, Ste 12""",Madison,WI,53719,43.054171999999994,-89.4910913,1.5,3,1,beauty & spas
1502,XsqeR20R2MsEULWpitLwCA,"""Verizon""",,"""6313 Mckee Rd""",Fitchburg,WI,53719,43.015384047299996,-89.4813011965,2.5,12,1,professional services
1510,B7wipW2uZRj7syuQiRTH4A,"""Pickle Jar""",South Campus,"""E Washington Pinckney""",Madison,WI,53714,43.070924184700004,-89.4064730428,4.0,11,1,barbeque
1665,oEXuU_YJJ3rtdeIo_0YDaA,"""Ultra1 Studioz""",Eken Park,"""2250 Myrtle St""",Madison,WI,53704,43.110267,-89.35396899999999,3.5,3,1,professional services
1675,0TIusMZZqD7G0BYIcBzx2A,"""Dorn True Value Hardware""",Summit Woods,"""1348 S Midvale Blvd""",Madison,WI,53711,43.037974295299996,-89.4531360852,4.5,5,1,home services
1748,NkdpsbNiafCM1ENutFksMg,"""Village Cafe""",,"""214 W Cottage Grove Rd""",Cottage Grove,WI,53527,43.0863206,-89.2027298,4.0,8,1,breakfast & brunch
1906,Y5Vbtaj_pkrhb99V4Q-53Q,"""Denny's""",,"""433 S Gammon Rd""",Madison,WI,53719,43.0582431572,-89.50213640930001,3.0,19,1,american (traditional)
1969,RMkBZDwEbcv5Ctd-a2A0Lw,"""Gino's Italian Deli""",,"""4606 Verona Rd""",Madison,WI,53711,43.0351337,-89.4562756,4.0,62,1,restaurants
2047,29o-qEDIRpXmVmSPNsH4sA,"""Vin Santo""",,"""7462 Hubbard Ave""",Middleton,WI,53562,43.095605799999994,-89.5108863,4.0,109,1,italian
2071,xrHoOaeiZNWshu2xUzT2QQ,"""Fairfield Inn & Suites by Marriott Madison West/Middleton""",,"""8212 Greenway Blvd""",Middleton,WI,53562,43.0907257905,-89.5229932666,3.5,17,1,hotels & travel
2076,yWWZZbRiCeEmu1WrM4Oo3g,"""Art Gecko on Monroe""",Vilas,"""1725 Monroe St""",Madison,WI,53774,43.065473499999996,-89.4161358,4.5,10,1,womens clothing
2112,x6RgesZWfibmBAvBr8pYdg,"""Stella's Bakery""",,"""2908 Syene Rd""",Fitchburg,WI,53713,43.0310645,-89.3941432,4.0,40,1,bakeries
2116,KK3Vamv05Q_1kTTW0eKvPw,"""Neils's Liquor""",,"""2415 Allen Blvd""",Middleton,WI,53562,43.1018244,-89.4854239,2.5,3,1,beer
2181,0WI_b8mIwXBHTR9Upjr2-g,"""Superior Exteriors and Interiors""",South Campus,"""1360 Regent St, Ste 153""",Madison,WI,53715,43.067900099999996,-89.4086589,2.5,3,1,roofing
2205,KnDBopUGEpo1CUtjgLg-bg,"""Klinke Cleaners""",Capitol,"""412 E Washington Ave""",Madison,WI,53703,43.077853000000005,-89.3801816,1.5,15,1,laundry services
2213,pNgDhHaeFkWQW71NzT9wzg,"""KFC""",,"""1516 Greenway Cross""",Madison,WI,53713,43.0315,-89.4074,1.0,5,1,restaurants
2240,mKT30qU_MlLj4Ps82JAZ8w,"""Uno Pizzeria & Grill""",High Crossing,"""3010 Crossroads Dr""",Madison,WI,53718,43.1354903,-89.29081190000001,3.0,65,1,pizza
2241,X4w6_iAqN8ZqZ15a7YWPgw,"""Mr Brews Taphouse""",High Crossing,"""5271 High Crossing Blvd""",Madison,WI,53718,43.1380457692,-89.2894092848,3.0,34,1,beer bar
2275,1pdJ0R1ITVfDxjLt9KjaZQ,"""Steinhafels Furniture""",,"""85 E Towne Mall""",Madison,WI,53704,43.128074299999994,-89.30432259999999,2.5,3,1,furniture stores
2310,84WYW7OfV-IXUJk95EL5_Q,"""Samba Brazilian Grill""",Capitol,"""240 W Gilman St, Fl 2""",Madison,WI,53703,43.07546,-89.393063,3.5,173,1,restaurants
2324,mdG_pxU4yFFjK0qEQr2xyQ,"""Baywash Stoughton""",,"""1704 US Highway 51 And 138""",Stoughton,WI,53589,42.9185565,-89.2491276,1.0,3,1,car wash
2349,VINyha5jnDXDNtsPQ_SRNQ,"""AT&T""",,"""406 S Gammon Rd""",Madison,WI,53719,43.060019399999995,-89.50290140000001,2.5,6,1,professional services
2366,njCvQjqTWRHQ_X2cJ42scg,"""Camping World""",,"""6195 Metro Dr""",De Forest,WI,53532,43.183770200000005,-89.328006,3.0,5,1,automotive
2442,Vbkb2shDxUE8H3PzrFnypA,"""Ella's Deli""",Eken Park,"""2902 E Washington Ave""",Madison,WI,53704,43.103513299999996,-89.344598,3.0,249,1,local flavor
2445,L2w7QtogInHnU9hyzegETA,"""Triangle Market""",Capitol,"""302 State St""",Madison,WI,53703,43.0749221,-89.3903345,2.5,7,1,grocery
2448,3a1w3Ufs9CCC3GJTAV8EpQ,"""McDonald's""",,"""4500 University Ave""",Madison,WI,53705,43.075891999999996,-89.454836,1.5,6,1,fast food
2594,10jP6njt3elD90gaHF1FBQ,"""Kilwins""",Capitol,"""208 State St""",Madison,WI,53703,43.074998,-89.38853399999999,4.5,58,1,chocolatiers & shops
2638,qHWXWuCm3zOP3of1o_PULg,"""Verona Family Dental""",,"""271 S Main St""",Verona,WI,53593,42.987345,-89.53339009999999,5.0,16,1,health & medical
2655,jXEDeHZu4h8zcBOqf__CPA,"""Rock'n Rollz""",,"""5208 Farwell St""",McFarland,WI,53558,43.01381876399999,-89.2927554692,3.5,6,1,pizza
2674,tORH_LDga3t1bbuluhuxiQ,"""Smoky's Club""",,"""3005 University Ave""",Madison,WI,53705,43.074981,-89.44173570000001,3.0,70,1,steakhouses
2675,PcyXZCMXVHHA268alCQ7eA,"""Lush Fresh Handmade Cosmetics""",,"""702 N Midvale Blvd""",Madison,WI,53705,43.0733473,-89.45303320000001,4.5,21,1,shopping
2717,ng3f8pOluVr6pM55gwHzxw,"""Terminix""",,"""2017 S Stoughton Rd""",Madison,WI,53716,43.068504506000004,-89.3083159626,1.0,4,1,pest control
2732,Ld7C_cR7I5twFdLDYCljEw,"""Adler's Automotive Service""",,"""119 E Main St""",Waunakee,WI,53597,43.192186,-89.453478,5.0,5,1,auto repair
2796,0bLV0haONwFIGHyuyd209w,"""Bachmanns Pools, Spas & Saunas""",,"""2225 S Stoughton Rd""",Madison,WI,53716,43.0654123,-89.30830490000001,2.5,3,1,pool & hot tub service
2798,c9IG5P_DJUp7oqwA9IcyOg,"""The UPS Store""",,"""2858 University Ave""",Madison,WI,53705,43.0747876,-89.4382662,3.5,4,1,local services
2886,-uMpSkdN39sz9MbjkauVTQ,"""Taquitos Marimar""",Capitol,"""Downtown Library Mall""",Madison,WI,,43.0755245,-89.3989878,4.5,6,1,restaurants
2908,ecXP80GWT6zZ2qqZHpUCtQ,"""Muramoto Downtown""",Capitol,"""108 King St""",Madison,WI,53703,43.074789700000004,-89.38120713059999,4.0,15,1,bars
2915,aWPt3CCREjVBfAelpb4-hA,"""Holiday Fantasy In Lights""",,"""1156 Olin-Turville Ct""",Madison,WI,53715,43.0537192415,-89.3782450778,4.5,6,1,arts & entertainment
2948,Yvv-nlFmljoKeaQqbb4zMA,"""Jung Garden Center""",,"""1123 N Bristol St""",Sun Prairie,WI,53590,43.1963627,-89.21002829999999,3.5,4,1,nurseries & gardening
2968,gapf3si69XZVKiaBilfwWQ,"""Noodles & Company""",,"""2812 Prairie Lakes Dr""",Sun Prairie,WI,53590,43.168339,-89.269423,3.0,15,1,restaurants
3069,3Km2gl7VuClXkN8uqq559w,"""Kwik Trip""",,"""208 E Main St""",Waunakee,WI,53597,43.191559999999996,-89.45222,4.0,10,1,grocery
3108,4XGjbI2Ggi-kdgt9eZR83w,"""World Buffet""",,"""2451 W Broadway""",Monona,WI,53713,43.046421,-89.352063,2.5,41,1,buffets
3176,AhYG10mP_LOHePr_SC4Peg,"""BB Jack's""",,"""300 E Holum St""",DeForest,WI,53532,43.247959,-89.339923,3.5,37,1,nightlife
3254,JxeWylDVvSdedR_BzPEP7w,"""Zimbrick Body Shop""",Leopold,"""1601 W Beltline Hwy""",Madison,WI,53713,43.031422,-89.40963,1.0,3,1,car dealers
3310,H_og8Pdq2ijAx1QrWjCMNQ,"""Hyvee Market Cafe""",Midvale Heights Community,"""675 S Whitney Way""",Madison,WI,53711,43.0509638462,-89.4728949666,3.5,5,1,american (traditional)
3364,-BHsT9MVkt7NQblr0AXZ9g,"""Target Store""",Junction Ridge,"""201 Junction Rd""",Madison,WI,53717,43.06223120000001,-89.52446579999999,3.5,20,1,shopping
3444,CfW-088nFNuUF9O7363lwA,"""Panera Bread""",Capitol,"""656 W Washington Ave""",Madison,WI,53703,43.067837,-89.395321,3.0,22,1,food
3452,foil07oPjuklatciPfladQ,"""Sisters On Main""",,"""2022 Main St""",Cross Plains,WI,53528,43.1132279,-89.64892569999999,3.5,3,1,laundry services
3510,TIB1FnRE2y1jqUEd-bN3rg,"""Sears""",,"""53 W Towne Mall C""",Madison,WI,53719,43.055673299999995,-89.50552890000002,1.5,7,1,fashion
3624,6X9-l9RDpbYyZ8pnBsgzaw,"""Stonewood Village Apartments""",Heistand,"""302 Parkwood Ln""",Madison,WI,53714,43.1035247,-89.3111588,1.0,6,1,home services
3666,r7A9vBTA0lyFly6pcVuliQ,"""Blue Plate Catering""",,"""702 S High Point Rd""",Madison,WI,53719,43.0511666,-89.5224329,4.0,23,1,event planning & services
3676,4pCiT6kaRcxnXsyTQScZIQ,"""Tabby & Jacks""",,"""2970 Cahill Main""",Fitchburg,WI,53711,43.0173808,-89.42380379999999,3.5,24,1,pets
3709,peCPM2dgcNvewZIr-OhMVg,"""Liquid Nightclub""",Capitol,"""624 University Ave""",Madison,WI,53715,43.073547,-89.39692590000001,2.5,14,1,music venues
3773,29iErFPoWBTbIVPpp9qSyg,"""Ohio Tavern""",Schenk - Atwood,"""224 Ohio Ave""",Madison,WI,53704,43.09389470000001,-89.3473282,4.0,34,1,mexican
3792,bNdLi3Vs1HNn04CaO8qBgw,"""Monk's Bar & Grill - Sun Prairie""",,"""2832 Prairie Lakes Dr""",Sun Prairie,WI,53590,43.1662620413,-89.2708006005,3.0,66,1,burgers
3816,zf1PntRvwazVKtwBq-BmUQ,"""Sport & Spine Physical Therapy""",Hill Farms - University Neighborhood,"""340 S Whitney Way""",Madison,WI,53705,43.061421100000004,-89.4728982,5.0,5,1,health & medical
3873,jK2H6GPF_nFmXKS4pxTSpQ,"""In the Dogz House""",,"""1337 Greenway Cross""",Madison,WI,53713,43.031384100000004,-89.406356,4.5,10,1,pet groomers
3903,0kzPQQL8wVcHlBQzMdRdWQ,"""The Thirsty Goat""",,"""3040 Cahill Main""",Fitchburg,WI,53711,43.0202796,-89.41920920000001,3.0,97,1,burgers
3904,0umZMt2hvc85BQEJ81YP2A,"""Atomic Koi""",,"""2685 Research Park Dr""",Fitchburg,WI,53711,43.0004284,-89.4258911,4.0,54,1,lounges
4036,jZ9Lp-1alENJJNuq--qNiQ,"""Mousehouse Cheesehaus""",,"""4494 Lake Cir""",Windsor,WI,53598,43.1963007,-89.34350699999999,4.5,58,1,food
4109,1liUSt-YGGhDpXpik_oezQ,"""Klein's Floral & Greenhouses""",Westchester Gardens,"""3758 E Washington Ave""",Madison,WI,53704,43.118634,-89.322792,3.5,13,1,florists
4216,6pG7n8Rx_7ZXeQQk690Nsw,"""Fair Trade Coffee House""",Capitol,"""418 State St""",Madison,WI,53703,43.075046,-89.392028,4.0,73,1,coffee & tea
4330,MOsFhDVav42shCq9-rgejw,"""Potbelly Sandwich Shop""",,"""2245 Zeier Rd""",Madison,WI,53704,43.129181,-89.3024425,5.0,6,1,sandwiches
4347,w53wITixOgDFWld-X1mMng,"""Main Depot Tavern""",Capitol,"""627 W Main St""",Madison,WI,53703,43.0672802,-89.392125,4.0,14,1,american (traditional)
4440,HebkizMT9drp9Uu6qzJNCQ,"""H & M""",,"""52 W Towne Mall""",Madison,WI,53719,43.0570896,-89.5092993,3.0,4,1,shopping
4474,YmOBwZRn44QYJsch8kLBYg,"""Dawn Goplin - State Farm Insurance Agent""",Junction Ridge,"""515 Junction Rd, Ste 2400""",Madison,WI,53717,43.0715594,-89.5245488,2.5,3,1,insurance
4568,WVZOqMZR5uWQMPp3xMcHHA,"""McFarland House Cafe""",,"""5923 Exchange St""",McFarland,WI,53558,43.0129986062,-89.2890912294,4.0,12,1,internet cafes
4615,8pPD7BhiPAq-SC4vSBns1w,"""Speedy Muffler & Brake Center""",Emerson East,"""2450 E Washington Ave""",Madison,WI,53704,43.0995576,-89.35024140000002,5.0,23,1,automotive
4715,wIXFdQ3bp6i0AAweb4TRRw,"""007 Nails""",,"""1017 Emerald Ter""",Sun Prairie,WI,53590,43.18672479999999,-89.2297532,5.0,3,1,beauty & spas
4735,JWZfTpT2EqCqenfuIDbNZg,"""Midwest Phone Lab""",Spring Harbor,"""5437 University Ave""",Madison,WI,53705,43.0816094382,-89.47521686110001,5.0,17,1,mobile phone repair
4750,Ab3TK84hCZ1pl5OC3m-l3g,"""Carnation Chem-Dry Middleton""",Meadowood,"""5712 Raymond Rd""",Madison,WI,53711,43.032568700000006,-89.47826309999999,5.0,3,1,local services
4782,U--dPMMXYMaks6dV9AJnEw,"""Apple Store""",,"""702 N Midvale Blvd""",Madison,WI,53705,43.0725574684,-89.4528535391,3.0,57,1,mobile phones
4943,_6nc3JzPFEYo0allt-rqQg,"""The Grounds Guys of Madison""",Glendale,"""3234 County Hwy N, Suite B""",Cottage Grove,WI,53527,43.064100973500004,-89.31585988290001,3.5,3,1,local services
4992,nsw3tlB-hwz4KbPYcuaSww,"""Novanta""",,"""8452 Old Sauk Rd""",Madison,WI,53562,43.0749188,-89.52984659999998,4.5,177,1,pizza
4999,H5PIiiIM92cyOCcLpOKm4A,"""Comedy Club On State""",Capitol,"""202 State St""",Madison,WI,53703,43.0748907,-89.38827320000001,4.0,61,1,comedy clubs
5084,QEI8FbKo4oJcJ7nYTL67dA,"""Elver Park""",,"""1250 McKenna Blvd""",Madison,WI,53719,43.0384599,-89.50219399999999,4.5,6,1,playgrounds
5199,ZaTbKhLraYurkcT7LrkSOA,"""JBC Coffee Roasters""",,"""5821 Femrite Dr""",Madison,WI,53718,43.051038,-89.2788932,5.0,14,1,food
5237,5jF_FfjgY-A5_6QquMbu6Q,"""Julia Grace Salon""",,"""7878 Big Sky Dr""",Madison,WI,53719,43.059686942700004,-89.5196305714,4.5,22,1,beauty & spas
5238,1Mox_7Z5nsG08suxhU8BQg,"""Serene Beauty Face and Body""",,"""433 Grand Canyon Dr, Ste 4""",Madison,WI,53719,43.058753700000004,-89.49570779999999,5.0,3,1,hair removal
5347,oFVtGfwk7MyFLIhE0cEY4w,"""Ace Hardware""",,"""2540 Allen Blvd""",Middleton,WI,53562,43.1027157,-89.4873683,5.0,5,1,shopping
5351,tVrKuh92l1eGK2fXsGYzaA,"""Colectivo Coffee""",Dudgeon-Monroe,"""2530 Monroe St""",Madison,WI,53711,43.0580615,-89.42789470000001,4.0,60,1,food
5373,j2lCy073U_qYs19sBAHoyA,"""Anytime Fitness""",,"""6000 Monona Dr""",Monona,WI,53716,43.0536491,-89.32469470000001,4.0,4,1,active life
5376,s4_C3VdPw3qFlmxykXa26Q,"""Macy's""",,"""702 N Midvale Blvd""",Madison,WI,53705,43.072681,-89.45336400000001,2.5,37,1,fashion
5377,uC3qwaxsOkdJzpOc0v1Mog,"""Cafe Hollander""",,"""726 N Midvale Blvd""",Madison,WI,53705,43.072963038299996,-89.45388054870001,3.5,351,1,american (traditional)
5515,K5nMP3Iodglf6lAmxOw3WQ,"""Ben's Auto Service""",,"""225 W Main St""",Sun Prairie,WI,53590,43.1829705,-89.21623890000001,4.5,3,1,auto repair
5516,hfJe2le63VasjJDhis2O4g,"""Beans 'n Cream Coffee House""",,"""345 Cannery Sq""",Sun Prairie,WI,53590,43.182621999999995,-89.2101945,4.0,64,1,coffee & tea
5529,K-haZKqNHIJwWlFvbnn7vA,"""Starbucks""",,"""434 Gammon Pl, Ste 3""",Madison,WI,53719,43.0589848,-89.502271,2.5,41,1,coffee & tea
5570,udf0VibWPUJJMrtsGeFL-A,"""Dentistry By Design""",,"""4831 Larson Beach Rd""",McFarland,WI,53558,43.01737,-89.298817,2.0,3,1,health & medical
5572,laERkVWfXVeQcjMSNe65SA,"""The Double U""",Capitol,"""620 University Ave""",Madison,WI,53715,43.0733436,-89.3967426,3.0,12,1,pizza
5575,XFuNeVTGWZ-UOYO58NNmKg,"""The Statehouse""",Capitol,"""1001 Wisconsin Pl""",Madison,WI,53703,43.079189500000005,-89.38968630000001,3.0,80,1,nightlife
5622,UUCyYq9ghTQcCCs41cQfZQ,"""Williams-Sonoma""",,"""66 W Towne Mall, Ste C-24-28""",Madison,WI,53719,43.0572515,-89.5055108,2.5,3,1,specialty food
5734,n28_5ElTCVkhP-9BTgQGgg,"""IHOP""",Bluff Acres,"""4614 E Washington Ave""",Madison,WI,53704,43.1301419411,-89.3064034109,2.0,24,1,american (new)
5743,KhSwRL575cE4DP63io87lg,"""Center For Oral & Maxillofacial Surgery Sc""",Greenbush,"""20 S Park St, Ste 506""",Madison,WI,53715,43.0672953,-89.4014892,3.5,7,1,dentists
5796,jM6YI5V4fYM7OCA1BLKwqw,"""Taco Bell""",,"""698 S. Whitney Way""",Madison,WI,53719,43.05044,-89.47375,1.5,23,1,restaurants
5808,tY-PF5cHJAM5jeoogWd1bQ,"""It's Time Grill & Pub""",,"""608 W Verona Ave""",Verona,WI,53593,42.9887143,-89.5466119,3.5,6,1,nightlife
5895,AADytKU-UdDakNUxFLPtgA,"""Chocolate Shoppe Ice Cream""",,"""2981 Triverton Pike Dr""",Fitchburg,WI,53711,43.0161131,-89.4290497,4.5,7,1,food
5911,QjAa1btsfKXKCorXeb20Vg,"""Pizza Ranch""",,"""100 Keenan Ct""",Verona,WI,53593,42.9945036348,-89.51788870860001,4.0,16,1,pizza
5941,lTKfkTHuD0qRt6OaocI-pg,"""Grumpy Troll Pub & Brewery""",,"""105 S 2nd St""",Mount Horeb,WI,53572,43.008107,-89.738062,4.0,209,1,food
6032,DUslFMCL54COU7upZfY9Yw,"""Groomingtails Pet Salon""",Junction Ridge,"""310 Junction Rd""",Madison,WI,53717,43.067010599300005,-89.5247527957,4.0,13,1,pets
6186,c7ZTyqSG4v4ZVwK3vuDklQ,"""Ian's Pizza By The Slice""",Capitol,"""319 N Frances St""",Madison,WI,53703,43.0728935,-89.39563559999999,4.0,170,1,pizza
6206,AJpt1hDQZppJZLzXvxyWhg,"""Leisure Concepts""",Burr Oaks,"""2480 Perry St""",Madison,WI,53713,43.037544399999994,-89.3966051,4.0,4,1,hot tub & pool
6216,iNphZPJ8kjvjUvWK7zXkSA,"""Domino's Pizza""",,"""6915 University Ave""",Middleton,WI,53562,43.0969955,-89.5008508,2.5,9,1,chicken wings
6281,6hIWPCdWD180v7qoHPGFCA,"""Sleep Inn & Suites""",,"""4802 Tradewinds Pkwy""",Madison,WI,53718,43.046011,-89.29908,4.0,14,1,hotels
6341,-FZxMD-3aXsy9BI1liKqCg,"""Vip Nails & Spa""",Burr Oaks,"""2308 S Park St""",Madison,WI,53713,43.041109399999996,-89.39411949999999,3.0,8,1,nail salons
6348,Bo3O0YFcQU07IZC6PPD8CA,"""Cost Cutters""",,"""310 S Grand Ave, Market Place At Sun Prairie, Market Place At Sun Prairie""",Sun Prairie,WI,53590,43.172945,-89.265945,3.5,3,1,beauty & spas
6418,3ZAXGKcYect3kq-2Innp5A,"""America's Best Flowers""",,"""4311 Vilas Hope Rd""",Cottage Grove,WI,53527,43.0824482,-89.23972640000001,4.5,3,1,nurseries & gardening
6443,knghlcJOLD8LJkvBkncd1Q,"""Aspen Hill""",,"""1910 Hawks Ridge Dr, Ste 322""",Verona,WI,53593,43.0306684,-89.5460912,4.5,3,1,apartments
6506,U7G4VBrra439LgGBvV7dcg,"""The Lash Loft""",,"""2317 International Ln, Ste 212""",Madison,WI,53704,43.1236009,-89.350381,4.5,14,1,eyelash service
6512,0gxvvmpxi240US8wBzsEnA,"""Mortgage Statz""",Stone Meadows,"""6226 Jeffers Dr""",Madison,WI,53719,43.013639000000005,-89.490266,5.0,3,1,mortgage brokers
6517,XSpEeRqe1CeIBrDoC-wEzg,"""Library Mall""",Capitol,"""728 State St""",Madison,WI,53706,43.0753052127,-89.3979099407,4.5,7,1,food trucks
6548,ndBHxi3caAMQFoClyACWbw,"""Lumber Liquidators""",,"""2255 McCoy Rd""",Sun Prairie,WI,53590,43.173387,-89.2514702,4.0,9,1,home services
6604,DvkW3_nzaUH7LhLIfpASBw,"""Conant Automotive""",,"""1324 Hwy 51-138""",Stoughton,WI,53589,42.9186695,-89.2363846,5.0,5,1,auto repair
6658,30VTdCKNhWGhAZofJBI-5A,"""Union Cab of Madison""",Emerson East,"""2458 Pennsylvania Ave""",Madison,WI,53704,43.10565,-89.358775,3.5,52,1,local services
6671,4bAbzHMqwwdsNAki0O6UCw,"""Summit Credit Union""",Capitol,"""670 W Washington Ave""",Madison,WI,53703,43.0678385,-89.3958483,3.0,4,1,banks & credit unions
6700,AbDAfqF1oKe90bXq_cGQaQ,"""All-American Liquor-Video-Tan""",,"""2543 Main St""",Cross Plains,WI,53528,43.11097,-89.642706,3.5,3,1,beer
6726,ZlzaWeCfbQ3IZB0_lC4rzg,"""Country Inn & Suites by Carlson""",,"""6275 Nesbitt Rd""",Fitchburg,WI,53719,43.00870820000001,-89.4803243,2.5,12,1,hotels & travel
6794,i6sWTnntIFMrQ-ybnmsoOw,"""Fisher King Winery""",,"""1105 Laser St""",Verona,WI,53593,42.97381,-89.505746,3.5,24,1,wineries
6938,rr-8WQv7TWFP3c83ypc4Cg,"""Bridges Golf Course""",Carpenter-Ridgeway,"""2702 Shopko Dr""",Madison,WI,53704,43.111405,-89.34716359999999,3.5,15,1,golf
6989,WzAWk5L1Rxf6u-ADxKTm_g,"""Muse Independent Styling""",Capitol,"""520 University Ave""",Madison,WI,53703,43.07342620000001,-89.39502420000001,4.5,32,1,hair salons
7009,UkfyZevcq5jmjNWMbLb1OQ,"""Chocolate Shoppe Ice Cream""",Westmorland,"""555 S Midvale Blvd""",Madison,WI,53711,43.054623600000006,-89.4508969,3.5,25,1,ice cream & frozen yogurt
7042,2YouuAaGpZmNctof7CF5KQ,"""Graduate Hotel""",Capitol,"""601 Langdon St""",Madison,WI,53703,43.075534600000005,-89.39560759999999,3.0,34,1,event planning & services
7180,WwfnKubgavD9zez60B_YMg,"""Nourish Massage & Skin Care""",Williamson - Marquette,"""111 S First St, Ste 106""",Madison,WI,53704,43.0912308,-89.3578354,5.0,5,1,massage
