,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
1291,t6ufZ29wxZ9_zYO5DRPgwA,"""Smoothie King""",,"""616 E Green St, Ste F""",Champaign,IL,61820,40.1105931,-88.22961090000001,3.0,4,1,juice bars & smoothies
1315,gxL39GdvV7WCMcFBwoeSgw,"""Millennium Nails""",,"""2000 N Neil St, Ste 605""",Champaign,IL,61820,40.142331799999994,-88.2429304,3.0,22,1,beauty & spas
1341,z3hD4GX5gSJtuqNhN-o2cg,"""I Wok""",,"""113 Calvin St""",Savoy,IL,61874,40.0590115158,-88.2522375155,4.0,30,1,restaurants
1365,zoRCO-nmkMta4OS3gb_prQ,"""Tailwaggers Pet Chateau""",,"""113 E Church St""",Savoy,IL,61874,40.0542456,-88.2500063,3.0,4,1,pet groomers
1375,PiD4hteskHnFC4GowN34cw,"""Espresso Royale""",,"""1411 S Neil St""",Champaign,IL,61821,40.0994856,-88.2448316,3.0,35,1,food
1427,T7TuM9fYi_QIYC3ipg7CzQ,"""Braun-Meyer Apartments""",,"""1905 Nancy Ct""",Champaign,IL,61822,40.0818862,-88.27895129999999,1.0,4,1,apartments
1632,p1aZIYK6YRG2hFYLxxLtdQ,"""Urban Beauty & Fashion""",,"""1502 N Cunningham Ave, Ste 8""",Urbana,IL,61802,40.1262967,-88.197903,4.5,3,1,shopping
1634,t8WAeWkpMgb_hDuFs5wVyA,"""Red Wing Shoe Store""",,"""907 W Marketview Dr, Ste 3""",Champaign,IL,61822,40.1377634,-88.2603807,3.5,3,1,fashion
1895,wYp3Xog0giOX5CFAv1pZtA,"""Dallas & Co Costumes & Magic""",,"""101 E University Ave""",Champaign,IL,61820,40.116032000000004,-88.23853299999999,4.5,10,1,party supplies
1901,aEk76knbZRbpyC9LvBToFg,"""Green Mobile""",,"""706 W Marketview Dr""",Champaign,IL,61822,40.137859000000006,-88.255574,3.0,4,1,local services
1978,vV6oNhupyM8gEhjmhqLPjQ,"""Anita Purves Nature Center""",,"""1505 N Broadway Ave""",Urbana,IL,61801,40.126647999999996,-88.207736,4.5,5,1,parks
1983,sreTMVo7iojXztJcf-qGRA,"""Rick Ridings Ford""",,"""1817 Ridings Dr""",Monticello,IL,61856,40.053639000000004,-88.5665865,2.5,6,1,car dealers
1991,edT-m7jYpYxnJWmCzlt1sg,"""JP Cool's Bar & Grill""",,"""14 N Jefferson St""",Mansfield,IL,61854,40.2116835515,-88.50556228549999,5.0,4,1,food
2574,aFJ8NSdpJi9LcaMm6ICowQ,"""Burger King""",,"""2110 N Prospect Ave""",Champaign,IL,61822,40.1421019,-88.2571648,1.5,14,1,burgers
2679,vdBpx5l5djH7yJ0SpOy27w,"""Champaign Ford City""",,"""701 W Marketview Dr""",Champaign,IL,61822,40.1363375,-88.2548695,3.0,9,1,auto repair
2772,qQu--8A6Ic0rytLfI1r4dg,"""Wendy's""",,"""1905 S Neil St""",Champaign,IL,61820,40.0908819198,-88.2463012616,1.5,3,1,burgers
2782,reIuSgn4LJv-9YF1hxx_TA,"""Forget Me Not Florals""",,"""2707 Curtis Rd""",Champaign,IL,61822,40.0692716,-88.29211459999999,2.5,5,1,flowers & gifts
2928,6WMSw48PHoHboOG33R8OJw,"""Professional Property Management""",,"""401 E Springfield Ave""",Champaign,IL,61820,40.112407,-88.233285,1.5,12,1,property management
2929,WdLhSeiF4VImXkc14gnC9g,"""Jos. Kuhn & Co""",,"""33 E Main St""",Champaign,IL,61820,40.117928799999994,-88.2416361,4.0,4,1,fashion
3014,0ptR21GHRuQ1MFtxGNcxzw,"""Milo's Restaurant""",,"""2870 Philo Rd""",Urbana,IL,61802,40.0838527,-88.1904943,3.5,77,1,american (new)
3015,Fo1VZNRK9Prl8oBlpSYXkA,"""Harbor Freight Tools""",,"""1508 N Cunningham Ave""",Urbana,IL,61802,40.126651700000004,-88.1979037,2.5,3,1,shopping
3033,oxfitpFVyy24JVXw_uzaSg,"""Rantoul Veterinary Clinic""",,"""401 S Maplewood Dr""",Rantoul,IL,61866,40.3086584,-88.13602970000001,4.0,4,1,pets
3071,liYoXFyQEfxabxC0XCejpQ,"""Jiffy Lube""",,"""1901 S Neil St""",Champaign,IL,61820,40.0935474,-88.24572359999999,3.0,17,1,oil change stations
3109,XwhDBNra9t3lgk1JdYlUOQ,"""Hardy's Reindeer Ranch""",,"""1356 County Rd 2900 N""",Rantoul,IL,61866,40.297790899999995,-88.2022999,3.5,15,1,hotels & travel
3140,WyuXAT4QZFqI1eOpwLgtjg,"""First Mid-Illinois Bank & Trust""",,"""601 S Vine St""",Urbana,IL,61801,40.1082159,-88.205226,2.5,3,1,banks & credit unions
3141,f9TKxpYgM_xK4cMdFyeEJQ,"""Green Yoga Spa""",,"""302 W Elm St""",Urbana,IL,61801,40.111024,-88.197063,5.0,3,1,active life
3383,400LXhwJuQwYKLknZ3fgJQ,"""The Accord""",,"""51 E Main St""",Champaign,IL,61820,40.1177536,-88.2408818,3.5,14,1,nightlife
3396,hHvaXfiu__yLdO13MkVx-A,"""Champaign Ballet Academy""",,"""2810 W Clark Rd""",Champaign,IL,61822,40.11795,-88.292811,3.0,4,1,middle schools & high schools
3517,X_oVdjabSjFpANpEPf7yLg,"""Briella's Boutique""",,"""503 S Dunlap Ave""",Savoy,IL,61874,40.048327,-88.252492,5.0,4,1,used
3563,pLBF8QrRkMicJcsjAqW7ag,"""Walnut Street Tea""",,"""115 S Walnut St""",Champaign,IL,61820,40.1154721496,-88.2432021594,4.5,24,1,food
3897,hDhC_DgEIKK5D961doKOXQ,"""Durst Cycle & Fitness""",,"""1112 W University Ave""",Urbana,IL,61801,40.1166867,-88.2237355,2.0,30,1,wedding planning
3898,sOPBbhDCi7bJlW7dNBuITg,"""A Plus VIP Lounge""",,"""214 W Main St""",Urbana,IL,61801,40.112708000000005,-88.209562,3.5,16,1,restaurants
3899,yw3dfUD1PO8EdGLHdbGevA,"""Espresso Royale""",,"""1402 W Gregory Dr""",Urbana,IL,61801,40.1047959,-88.22723149999999,2.0,8,1,coffee & tea
4227,yh-JA5fV2QkGaBUjfvioIQ,"""Fannie May Fine Chocolates""",,"""402 South Neil Street""",Champaign,IL,61820,40.112353999999996,-88.24319,4.0,7,1,specialty food
4279,dA9xisX951rOnx8IGLPfjw,"""Fat City Bar and Grill""",,"""505 S Chestnut St""",Champaign,IL,61820,40.110966999999995,-88.242733,4.5,7,1,food
4761,svrBwmUp6w-mbWPKeiXX0A,"""Lex-Lincolnland Express""",,"""310 Tiffany Ct""",Champaign,IL,61822,40.114308,-88.31738,1.5,10,1,hotels & travel
4828,vclVFNXvp4bY9CrYTM6RxQ,"""Red Barn Veterinary Service""",,"""854 Cr 2100 E""",Sidney,IL,61877,40.0050593259,-88.0657249689,3.5,3,1,pets
4853,nA_S_Rbr-UCbd60anMKYdA,"""Proud Marys'""",,"""1003 E Southline Rd""",Tuscola,IL,61953,39.7912416,-88.27300720000001,4.5,3,1,bars
4945,WBWCPVFkcpdEqc0elEWzhw,"""Goldys""",,"""301 S Mattis Ave""",Champaign,IL,61821,40.114764,-88.27865190000001,3.0,3,1,bars
5024,26zwwlKhzdjjaev4YrNHrg,"""Yong's Alterations""",,"""1502 S Neil St""",Champaign,IL,61820,40.098227,-88.2445511,3.0,8,1,local services
5423,Rd5H5-3KbF0IwXSmHzHLdw,"""Derailed 57 Bar""",,"""57 E Main St""",Champaign,IL,61820,40.117699,-88.24061,4.0,9,1,sports bars
5708,8dm_0dGmLK0sv9AdBASXbA,"""Lisa's Custom Sound Shop""",,"""310 Tiffany Ct, Ste-E""",Champaign,IL,61822,40.114308,-88.31738,5.0,3,1,automotive
5709,Lm-3-VnMbCYjB8d1hRIM8w,"""Advantage Hobby""",,"""2708 N Mattis Ave""",Champaign,IL,61822,40.146904,-88.275847,2.0,4,1,na
5752,dn9lwYUxmhs_mLKPu7L25Q,"""Big Grove Tavern""",,"""1 E Main St, Ste 101""",Champaign,IL,61820,40.1183809,-88.2429963,3.5,286,1,bars
5848,BhfQ8Rh4L-ca_so-3QjWoA,"""Animal Emergency Clinic of Champaign County""",,"""1713 S State St, Ste 4""",Champaign,IL,61820,40.0946325,-88.24704809999999,3.0,10,1,pet services
5890,XvCaVBLDqiEj8YsjpPUu8w,"""Carle Foundation Hospital Level 1 Trauma Center""",,"""611 W Park St""",Urbana,IL,61801,40.1167446,-88.21448570000001,3.5,9,1,health & medical
5991,UvnrAb2q9YDlFwTbqvzk5w,"""Enterprise Rent-A-Car""",,"""1212 N Prospect Ave""",Champaign,IL,61820,40.128311,-88.2578,3.0,21,1,car rental
5992,oTcLd1GfGBmkMZMkuULxew,"""Dj's Automotive Service and Repair""",,"""2104 S Neil St""",Champaign,IL,61820,40.088753999999994,-88.24575899999999,3.5,3,1,automotive
6015,kkSkD925InBRs7ZAOIiIRQ,"""Vibez Performance Car Audio""",,"""904 Francis Dr""",Champaign,IL,61821,40.130959000000004,-88.25836890000001,3.5,3,1,automotive
6366,BaM7YlRv7Mchd3Yb58Tbpw,"""BodyN'Sole""",,"""1317 Dunlap Ave""",Savoy,IL,61874,40.0699682412,-88.2496367528,4.5,18,1,shoe stores
6386,dNch89PUCbxvhieKmWi8LQ,"""Cocomero""",,"""709 S Wright St""",Champaign,IL,61820,40.109995,-88.22910999999999,4.0,123,1,ice cream & frozen yogurt
6558,FDtc1zp7EIABDjrw6GtfIw,"""La Chic Nails""",,"""1820 Glenn Park Dr""",Champaign,IL,61821,40.119673299999995,-88.2770823,5.0,5,1,nail salons
6825,KGpsB2dsdkxl8SGVUlJbZw,"""Outback Steakhouse""",,"""2402 N Prospect Ave""",Champaign,IL,61822,40.144995,-88.257184,3.0,47,1,restaurants
6849,xJyzXnVaF21q4CHa0gVhvA,"""Ron's Truck & Auto Repair""",,"""1707 N Cunningham Ave""",Urbana,IL,61802,40.129102,-88.199065,4.0,4,1,tires
6955,u0w-M0AH1nA5hzCwBmyqgQ,"""Great Value Storage""",,"""1710 N Cunningham""",Urbana,IL,61802,40.128621,-88.1970429,2.5,3,1,local services
7125,8ziRUCsWuXA6iyGXWqTG7g,"""CU Woodshop Supply""",,"""1401 Parkland Ct""",Champaign,IL,61821,40.128947700000005,-88.2803959,5.0,3,1,hobby shops
7312,58UN6IFW7qRzCrDTfeV1yg,"""County Market""",,"""1201 E Grove Ave""",Rantoul,IL,61866,40.312897,-88.13985699999999,1.5,3,1,food
7359,5bBzfDFZ2gU3tqS0oC-2kg,"""Flooring Surfaces""",,"""401 Mercury Dr""",Champaign,IL,61822,40.149057,-88.23339399999999,3.5,7,1,home services
7397,9zGkU1ahmYCn3DlnKOXhqA,"""Arby's""",,"""1502 N Prospect Ave""",Champaign,IL,61820,40.13114,-88.2575618,4.5,3,1,fast food
7417,AVAbiZZSbV8DB61D3AKTUw,"""Rick's Tractor Services""",,"""407 S Market St""",Ogden,IL,61859,40.1104498019,-87.9593200807,3.5,3,1,landscaping
7599,QrU-y8wN7e-jnePTywt1Zw,"""Sprint Store By Wireless Revolution""",,"""2706 N Prospect Ave""",Champaign,IL,61822,40.1482946,-88.2572487,1.5,7,1,shopping
7616,gFZrma9SheSYg5MKCYvGIg,"""Holly Birch Photography""",,"""""",Mahomet,IL,61853,40.195310600000006,-88.4042234,5.0,3,1,photographers
7775,o9nGD3J0btXjE9M6IdgZTA,"""McAlister's Deli""",,"""421 Town Center Rd""",Champaign,IL,61820,40.14166846,-88.25036014370001,3.0,45,1,food
7810,Cikls1ZzfgjCI0J4RKrQeA,"""Thornton's""",,"""101 Burwash Ave""",Savoy,IL,61874,40.073824,-88.249161,4.0,4,1,automotive
7917,R7X6MGkwU6BfUTzglBiyRQ,"""Monical's Pizza""",,"""114 S Lombard St""",Mahomet,IL,61853,40.192108000000005,-88.400262,3.0,9,1,italian
7997,gnGM09Wb9iOIkqqSk522NA,"""Baymont Inn And Suites Champaign""",,"""302 West Anthony Drive""",Champaign,IL,61822,40.135731400000004,-88.2479637,2.5,12,1,event planning & services
8112,Yp2iXcCJeuSgRjLDEwGJWw,"""Sailfin Pet Shop""",,"""720 S Neil St""",Champaign,IL,61820,40.107519541900004,-88.24327750040001,4.0,22,1,pet stores
8294,A4AvcazbJywctQtVMhdlNw,"""Wetzel Roger T DDS""",,"""1421 Pine Ave""",Rantoul,IL,61866,40.315314,-88.135538,5.0,4,1,health & medical
8339,6Ujvqa50oe8fgT5iDEx42Q,"""Menards""",,"""620 W Town Center Blvd""",Champaign,IL,61822,40.144694,-88.25314300000001,3.5,19,1,home & garden
8340,fUmYKh3nIuCywJrxvWGSxQ,"""Klismith Tree Service""",,"""901 W Ford Harris Rd""",Champaign,IL,61822,40.167409,-88.26055699999999,5.0,3,1,professional services
8346,RhktUZzsRLDdf17gY9W1Cg,"""World Nail Spa""",,"""1813 Kirby Ave, Ste A""",Champaign,IL,61821,40.097528499999996,-88.2773026,3.5,8,1,nail salons
8530,QCGrf-ym-xnoMPeG399p3Q,"""Central Illinois Credit Union""",,"""2106 W John St""",Champaign,IL,61821,40.109630200000005,-88.2821271,5.0,3,1,banks & credit unions
8553,F1qPjasn0R6-j8sa6iYNmA,"""Guido's Bar & Grill""",,"""2 E Main St""",Champaign,IL,61820,40.1178627014,-88.2433013916,3.0,102,1,bars
8561,CfGeAkLKLoKvzSZJxoaicQ,"""Tri-Color Locksmiths""",,"""1002 W University Ave""",Urbana,IL,61801,40.1166834,-88.220908,3.5,15,1,security systems
8602,OqcO3MOvAxyNzf-PnmiZzg,"""217 & Smith's Towing""",,"""2708 N Neil St""",Champaign,IL,61826,40.1490977,-88.24856679999999,3.0,5,1,automotive
8897,bvZHCeHIOMMzIIANFl2zEA,"""C & C Kitchen""",,"""107 E Sangamon Ave""",Rantoul,IL,61866,40.3106540911,-88.15858304059999,4.5,33,1,coffee & tea
9144,Lwb6bG1Qu3BbW7FJj5suLw,"""Champaign-Urbana Adventures in Time & Space""",,"""123 W Main St, Ste 104""",Urbana,IL,61801,40.1121494,-88.20827249999999,5.0,36,1,arts & entertainment
9188,_p-d4eRivLbNV0zuVAnlSQ,"""West Main Dental""",,"""125 W Main St""",Urbana,IL,61801,40.112307906999995,-88.2083688676,4.5,7,1,pediatric dentists
9210,1qQ5VkxiBUjbGGdpBN-PUQ,"""Spicy Tang""",,"""607 S 6th St""",Champaign,IL,61820,40.1107483422,-88.23063163280001,2.5,17,1,asian fusion
9349,IWFiKOfltNWN2hsKqIZK0w,"""The Neighbors At The Ice House""",,"""703 N Prospect Ave""",Champaign,IL,61821,40.122513,-88.258227,5.0,9,1,nightlife
9480,BfUoFcIzmQJMe4jBLIYN4Q,"""Illini Home Improvements""",,"""""",Urbana,IL,61802,40.1105875,-88.2072697,3.5,3,1,shopping
9493,hP2DOm7E2H4P7MOS7XN_SQ,"""Hamilton Walker's""",,"""201 N Neil St""",Champaign,IL,61820,40.117490999999994,-88.243875,3.0,106,1,bars
9505,eNeBda4br3HMg15-_jwokA,"""El Toro""",,"""221 E Lincoln St""",Saint Joseph,IL,61873,40.1112277,-88.0414944,3.5,16,1,restaurants
9688,SViPlfsmwqvWNxZuVOgOMQ,"""Subway""",,"""616 E Green St""",Champaign,IL,61820,40.1106295,-88.2296312,2.5,10,1,restaurants
9722,FZ6nk9Fg27KMgt7oiB0DGA,"""Pies by Inge""",,"""212 W Washington St""",Monticello,IL,61856,40.025702,-88.573161,5.0,4,1,desserts
9763,tKcagQ6JNkMtayvBVHwY9w,"""Japan House""",,"""2000 S Lincoln Ave""",Urbana,IL,61801,40.0927651,-88.2178875,4.5,6,1,art schools
9908,FOSsY1OO0hTxro91Z0GOHQ,"""1 Man 2 Hands""",,"""1109 N Goodwin Ave""",Urbana,IL,61801,40.122974,-88.224435,4.5,7,1,handyman
10123,7U7KkQyUIxUCcfCso4HP1g,"""Pizza Hut""",,"""1110 Tuscola Blvd""",Tuscola,IL,61953,39.7910761,-88.267399,4.5,5,1,italian
10159,J5U-nbhKSnnX7DJGT6QELg,"""The Apple Dumplin'""",,"""2014 High Cross Rd""",Urbana,IL,61802,40.1336703544,-88.1625332782,3.5,30,1,american (traditional)
10174,eNZszXSug_HjImz0yQrbdA,"""Christie Clinic Illinois Marathon""",,"""""",Champaign,IL,61824,40.1211828,-88.2434596,4.5,10,1,races & competitions
10195,8i04GQgUY3g8q2iw7mewIQ,"""McDonald's""",,"""306 S Market St""",Monticello,IL,61856,40.0233929,-88.5740269,1.0,4,1,restaurants
10196,JoHDOuZ1BnFi63PgC_zYeQ,"""Amaravati  Indian Royal Cuisine""",,"""2501 Village Green Pl""",Champaign,IL,61822,40.081760816999996,-88.29615814809999,3.5,11,1,indian
10488,-ViwF2TdQ7B2N8jy_ykC5Q,"""Silver Bullet Bar""",,"""1401 E Washington St""",Urbana,IL,61802,40.1054115,-88.1925039,3.5,5,1,adult entertainment
10502,pR2rOXAExYQ5P-EQq2akug,"""Simply Mac""",,"""2000 North Neil St, Suite 240""",Champaign,IL,61820,40.1427776,-88.243865,3.0,16,1,electronics
10651,itSMx9rVhLo4i2OhuEwtAQ,"""Sew Sassy""",,"""156A Lincoln Sq""",Urbana,IL,61801,40.1107875,-88.2062286,3.5,4,1,embroidery & crochet
11292,fK0Z3tHJZ9zB0JeWlQT3xQ,"""Derald's""",,"""""",Urbana,IL,61801,40.10592329999999,-88.2120315,4.5,15,1,food trucks
11316,tjM2CZqRJ17oFapBTmGovw,"""Pancheros Mexican Grill""",,"""102 E University Ave, Ste B""",Urbana,IL,61801,40.1168049,-88.2071079,2.0,37,1,restaurants
11359,-LfTBo0oa_uD454ScEW2XA,"""Merry Ann's Diner""",,"""1 E Main St""",Champaign,IL,61820,40.1181331448,-88.242899908,3.0,46,1,sandwiches
11404,FbvSgvPnkKNONXjesuAz4g,"""The Upper Bout""",,"""723 S Neil St""",Champaign,IL,61820,40.107102000000005,-88.243891,5.0,7,1,shopping
11405,zPPw_vUatLmvnRpW1OoX6w,"""Am-Ko Oriental Foods & Gifts""",,"""101 E Springfield Ave""",Champaign,IL,61820,40.1121498,-88.2384776,4.0,28,1,food
11490,BM1_iNKkC1tbda-29O99JA,"""Campus Mobile Solutions""",,"""616 E Green St, Ste F""",Champaign,IL,61820,40.1106296,-88.2296145,4.5,15,1,it services & computer repair
11761,zs4G7HIQvUVaZoWqwpVeEw,"""Chase Bank""",,"""201 W University Ave""",Champaign,IL,61820,40.116051,-88.245719,4.5,3,1,financial services
12126,mXjdBZNTF9pj-A9SKVihEw,"""Chinatown Chinese Restaurant""",,"""206 E Southline Rd""",Tuscola,IL,61953,39.7916293,-88.28589740000001,3.0,10,1,buffets
12373,lZ0W0-pQyS35ahsrZezNiw,"""Natural Gourmet""",,"""2225 S Neil St""",Champaign,IL,61820,40.0867848496,-88.2479522377,5.0,8,1,restaurants
12555,sart5pCz8oUZsQ_3XplcMQ,"""McKinley Event Center""",,"""500 W Church St""",Champaign,IL,61821,40.118726,-88.250951,3.0,3,1,gyms
12610,kkcHH4eIP0yhvHeb6M5i1A,"""Star Nails""",,"""1321 Savoy Plz Ln""",Savoy,IL,61874,40.0704268,-88.251563,3.0,9,1,beauty & spas
12649,uJbpxC_ufSKr4vSK9owwhg,"""Jamelynn's Massage Therapy""",,"""206 N Randolph St, Ste 501""",Champaign,IL,61820,40.118002399999995,-88.2449119,5.0,3,1,massage
12791,gw26vlrE_vd15ji8mih3bw,"""Jane Addams Book Shop""",,"""208 N Neil St""",Champaign,IL,61820,40.117638,-88.24325390000001,4.5,19,1,books
12825,ofsMiZDWTiXgo5GefquVQg,"""Meadows Animal Hospital""",,"""2610 W Bloomington Rd""",Champaign,IL,61822,40.1481082,-88.2903375,3.0,6,1,pets
13010,DyHlm1sLDf6qHHMbII6Ixg,"""Fuad's Creative Hair Design""",,"""503 S 1st St""",Champaign,IL,61820,40.112123100000005,-88.23900079999999,4.5,5,1,hair stylists
13300,8d30a9Af9XJ8c8TafRDcfA,"""Circles Boutique""",,"""114 N Neil St""",Champaign,IL,61820,40.116862899999994,-88.2434931,4.0,12,1,accessories
13362,wvSGMSvw1b9B02kLQdaw8Q,"""Starcrest Cleaners""",,"""1125 W Windsor Rd""",Champaign,IL,61821,40.083640700000004,-88.2648011,2.5,4,1,laundry services
13490,kZB-BzSGXns0yrQt_QkzYA,"""McVicker Martial Arts""",,"""1914 Round Barn Rd""",Champaign,IL,61821,40.1119442,-88.2786935,5.0,7,1,martial arts
13542,QI5Mwy71How6E-KCtHp5Jg,"""Queen's Nails""",,"""1976 Round Barn Rd""",Champaign,IL,61821,40.1111136,-88.2820026,3.5,7,1,nail salons
13649,5JBFKm50_7d5BNlsjBmdMA,"""Enterprise Rent-A-Car""",,"""1804 S Neil St""",Champaign,IL,61820,40.094314000000004,-88.245199,3.0,9,1,hotels & travel
13825,AtcNNpbD5MeJj6J4MXpz5w,"""3 Ravens Food & Spirits""",,"""108 S Charter Rd""",Monticello,IL,61856,40.0251258,-88.57303259999999,3.5,32,1,american (new)
13992,B2hnhxgCO-a919tfem6yIQ,"""Illini Union""",,"""1401 W Green St""",Urbana,IL,61801,40.1097607448,-88.22720781379999,4.5,11,1,shopping
14046,YLCYckhafr1SzmDLNoLZvg,"""Foster Inn""",,"""1414 N Market St""",Monticello,IL,61856,40.0416554,-88.57362579999999,4.5,3,1,hotels
14394,CpCItQDOA8cHI9jDMJ8AUg,"""D & W Lake Camping & Fishing""",,"""411 W Hensley Rd""",Champaign,IL,61822,40.182804,-88.250529,4.5,11,1,fishing
14496,sYf2auhosrx8trbyP9nGyw,"""DP Dough""",,"""33 E Green St""",Champaign,IL,61820,40.1099064,-88.2407666,3.0,50,1,pizza
14497,R33FCE16yV_zpMEJ6ZSiPg,"""Footlocker""",,"""2000 N Neil St""",Champaign,IL,61820,40.1427776,-88.243865,2.5,3,1,shopping
14546,2Qm2Dd6eCCHh1CFy9Ge6hA,"""Rumours Hat Shoppe""",,"""75 E Chester St""",Champaign,IL,61820,40.115546,-88.2391027,5.0,3,1,accessories
14561,SvxSoyZn0WW0c7bFLIYfMA,"""Baxter's American Grille""",,"""100 Trade Centre Dr""",Champaign,IL,61820,40.0972098875,-88.24582993979999,4.0,31,1,restaurants
14603,nsSfCKW9KDB4COj9bzXApw,"""Red Lobster""",,"""1901 N Prospect Ave""",Champaign,IL,61822,40.138436799999994,-88.25858290000001,3.0,48,1,restaurants
15170,hBiy4-3VVGsdAageUvE-JA,"""Hobby Lobby""",,"""2102 N Neil St, Ste 2""",Champaign,IL,61820,40.140086409,-88.2450721851,4.5,3,1,hobby shops
15171,PWs6xJQJPHxknd3FcdKn9Q,"""The Fubar Lounge""",,"""306 1/2 E Green St""",Champaign,IL,61820,40.11055089999999,-88.23443449999999,2.0,8,1,nightlife
15220,cDnto-1dWV7lyTWpED0fjw,"""MX Electric""",,"""310 Tiffany Ct, Ste G""",Champaign,IL,61822,40.114308,-88.31738,3.5,3,1,lighting fixtures & equipment
15289,DZXd-fJ4GP9LbMwIonb6tQ,"""Rod Sickler Salon & Spa""",,"""2520 Village Green Pl""",Champaign,IL,61822,40.0812131,-88.29598759999999,3.5,18,1,day spas
15512,5JWbhXdLq-p3ml8Yf2dSlA,"""Ramsay M Dean, DDS""",,"""2917 Crossing Ct, Ste C""",Champaign,IL,61822,40.084159,-88.2936696,3.0,4,1,endodontists
15589,kUICYu0N_TbtCz0Z8ynPFw,"""Chipotle Mexican Grill""",,"""528 E Green St, Ste 101""",Champaign,IL,61820,40.110374778200004,-88.2306922227,3.0,73,1,mexican
15617,rnvIi14t9yWuFNwZ7ruVbQ,"""217""",,"""807 Dennison Dr""",Champaign,IL,61820,40.128040999999996,-88.25602099999999,2.5,3,1,air duct cleaning
15721,3P1dBNauEwkToURbq_I0Dw,"""Old Orchard Lanes & Links""",,"""901 N Dunlap Ave""",Savoy,IL,61874,40.0652239,-88.25075190000001,3.5,17,1,arcades
