,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
520,suNxw61sND7uCfTXW6XcNw,"""Walmart Supercenter""",,"""2420 Supercenter Dr NE""",Kannapolis,NC,28083,35.4626809,-80.59466479999999,2.5,12,1,discount store
526,DIrxaF627Na2e6vYNCn6yQ,"""Charlotte Landscape and Patio""",,"""""",Davidson,NC,28036,35.4993031,-80.84868459999998,3.5,5,1,masonry/concrete
536,NS6sflNa3aqP74iDzIDB9g,"""The Art Of Baking""",,"""""",Charlotte,NC,28227,35.182596200000006,-80.6548882,5.0,5,1,food
555,VpXlnz2dD4KzPw4yJ_eJ3A,"""QuikTrip""",,"""859 Concord Pkwy S""",Concord,NC,28027,35.3947733,-80.6168189,2.5,5,1,convenience stores
592,vS_smYJauSPV6FjEo7n5yg,"""Walmart Supercenter""",University City,"""7735 N Tryon St""",Charlotte,NC,28262,35.295429999999996,-80.7583318,2.0,42,1,drugstores
599,I7HBBsdpx5hNS4o79S9zSQ,"""Terminix""",,"""105 Center Ln""",Huntersville,NC,28078,35.398207899999996,-80.85361,2.5,3,1,local services
605,miQekvFK9p_yt5e01v9VXw,"""Evelyn McCorkle - Helen Adams Realty""",Elizabeth,"""2301 Randolph Rd""",Charlotte,NC,28207,35.205851,-80.819327,5.0,3,1,real estate services
635,3bHx12bCQFr-BBUs3arJ-w,"""Concord Nails Spa""",,"""8455 Pit Stop Ct NW, Ste 115""",Concord,NC,28027,35.374643096,-80.7259907573,4.5,27,1,beauty & spas
645,z_PrJbSpgtK218RYIfqmVA,"""Xtreme Play""",,"""1480 Concord Pkwy N, Ste 295""",Concord,NC,28025,35.4403311,-80.60352309999999,3.5,3,1,active life
668,bQczh42duSfnETW-73xaTQ,"""Hardee's""",,"""4280 Highway 49 S""",Harrisburg,NC,28075,35.3226435,-80.6481118,2.5,7,1,restaurants
673,mhpeV-UzQL2LT5pQnyjquQ,"""Birkdale Golf Club""",,"""16500 Birkdale Cmns Pkwy""",Huntersville,NC,28078,35.440945899999996,-80.882262,3.0,12,1,active life
684,M1AvDkm6oi0wAy4-l_xiJQ,"""Frazier Park""",Uptown,"""1201 W 4th St Ext""",Charlotte,NC,28202,35.232812,-80.857599,3.5,36,1,active life
698,6zmP8-m2xhN2jzOBb01KFQ,"""Pandora""",South Park,"""4400 Sharon Rd""",Charlotte,NC,28211,35.1539764404,-80.8318862915,3.0,7,1,shopping
734,uDxrdpVzU3QAWYkwR-X5EA,"""Quik Shoppe""",South End,"""201 East Blvd""",Charlotte,NC,28203,35.211779,-80.85710300000001,3.0,23,1,convenience stores
740,9YiIVnH_QokhOCqho28CPg,"""McDonald's""",Starmount,"""7051 South Blvd""",Charlotte,NC,28210,35.1381328252,-80.8761086511,1.5,5,1,fast food
776,wtazPNyIbsRMHmrpEYbqZA,"""Golden Krust Caribbean Bakery & Grill""",University City,"""440 E McCullough Dr, Ste 126""",Charlotte,NC,28262,35.302143,-80.7477477,3.0,38,1,food
784,bKR99NjH1XIEihWC8M0ytQ,"""Merry Maids""",Sherwood Forest,"""2300 Sardis Rd N, Ste Q""",Charlotte,NC,28227,35.1847394,-80.7602603,4.0,15,1,home services
787,e517wQa4tdkNMzkVjgvkGg,"""Davi Nails""",,"""1830 Galleria Blvd""",Charlotte,NC,28270,35.138943299999994,-80.7320435,2.5,3,1,nail salons
823,DZ87I3-8RsOr6B8XL3RiYA,"""Southeast Oral & Maxillofacial Surgery Associates""",,"""3111 Springbank Ln Charlotte""",Charlotte,NC,28226,35.101084,-80.781474,3.5,3,1,health & medical
825,b6ucK0IXd9L4pBYrysBNLg,"""Captain's Cap of Gastonia Number 1""",,"""3140 Linwood Rd""",Gastonia,NC,28052,35.23219279999999,-81.2359454,3.0,8,1,seafood
833,Jf6C_6IkLBCpSZTjQiC-Mg,"""AT&T""",South Park,"""5940 Fairview Rd, Ste 100""",Charlotte,NC,28210,35.1512075,-80.84130970000001,2.5,21,1,mobile phones
855,WtqzJcXEt5lc0hSeJ-bAJg,"""Bob Evans""",,"""16706 Northcross Dr""",Huntersville,NC,28078,35.4422202579,-80.8735585213,3.0,24,1,bed & breakfast
858,om4t1hDJRQqTRS9VT7ADhA,"""Q Tavern""",Uptown,"""201 S McDowell St""",Charlotte,NC,28204,35.218922372899996,-80.83615344020001,3.0,27,1,nightlife
861,UQA25zKrqI-eQjxvDskFjQ,"""Perfect Fit Industries""",,"""8501 Tower Point Dr""",Charlotte,NC,28227,35.142844700000005,-80.7322707,1.0,4,1,home & garden
928,qesPXWJdHlRnB4Zz8iBNeQ,"""Novant Health Huntersville Medical Center""",,"""10030 Gilead Rd""",Huntersville,NC,28078,35.4063342,-80.85989140000001,2.0,21,1,hospitals
939,33rUbyxBRbWeOsDv_PA1LQ,"""ASG Security""",,"""3421 St Vardell Ln, Ste H""",Charlotte,NC,28217,35.198128999999994,-80.879532,1.5,3,1,professional services
980,5-4mAJZyjC7rZz_hEBT5Cg,"""Zenith Gymnastics""",,"""8617 Monroe Rd""",Charlotte,NC,28212,35.1525342891,-80.7449948788,4.0,3,1,gymnastics
982,3GGmY_QhqHnIEqk62p7cVA,"""Hwy 55 Burgers Shakes & Fries""",,"""4435 Hwy 49 S""",Harrisburg,NC,28075,35.321918451100004,-80.64904689789999,3.5,42,1,food
1002,6GTrCVyySh3JfRZskz-d7A,"""Meineke Car Care Center""",,"""901 Concord Parkway South Hwy""",Concord,NC,28027,35.394089864,-80.6180312072,3.0,6,1,auto repair
1003,xA9EJAQF1Vr0K1P6Udr1UA,"""Clements Automotive""",,"""411 S Central Ave""",Belmont,NC,28012,35.232611,-81.03918890000001,3.5,3,1,auto repair
1016,E7_qx909tNH3vEdzST5DSw,"""Phase Salon""",,"""8035 Providence Road, Ste 102""",Charlotte,NC,28277,35.0987499,-80.7762709,5.0,3,1,hair salons
1044,OIzj9gWbdUzWZo8Dssg5gQ,"""Copperhead Island""",Steele Creek,"""15200 Soldier Rd""",Charlotte,NC,28278,35.1067218212,-81.02659033,3.5,3,1,parks
1081,k6gkV8-qPNKt0uxbEiTmkQ,"""University Volvo""",University City,"""7716 North Tryon St""",Charlotte,NC,28262,35.292882,-80.754859,2.5,12,1,auto repair
1087,ZWFwUOPFy9QrgAALhz_V1w,"""Sunnie Z's Salon""",,"""13115 Rosedale Hill Ave""",Huntersville,NC,28078,35.409867999999996,-80.86144200000001,5.0,11,1,hair stylists
1123,d5sU8KYPv426hwrTjWiI9g,"""Bi-Lo""",,"""2601 S New Hope Rd""",Gastonia,NC,28056,35.239767900000004,-81.12303490000001,4.0,4,1,drugstores
1125,2Ry7PhEAy7nDZyZCBYmJ2A,"""Wendy's""",,"""414 S Highway 27""",Stanley,NC,28164,35.3551972,-81.0919395,2.0,8,1,restaurants
1127,HLiaFj_YNGhsdwZS3VmXfw,"""Cougar Run Winery""",,"""363 Church St N""",Concord,NC,28025,35.4197799,-80.5903042,3.5,11,1,wineries
1147,fDF5JNdud7Ga9BKycgsjTQ,"""PAINT DEPOT""",,"""8706 Pineville Matthews Rd""",Charlotte,NC,28226,35.089034999999996,-80.86705490000001,4.0,5,1,paint stores
1161,LE690XZV6vKEaSmfbFhTUQ,"""GroveStars Moving""",Starmount,"""574 Griffith Rd""",Charlotte,NC,28217,35.158404,-80.885335,5.0,3,1,home services
1165,ci8DUyiHEs6tToRNKv2Q-Q,"""Amtrak - Kannapolis Station""",,"""201 S Main St""",Kannapolis,NC,28081,35.4960586,-80.6247281,4.0,3,1,train stations
1168,mR8ig03ARowcVELNEeQXFw,"""Carolina Rent A Car""",,"""6408 N Tryon""",Charlotte,NC,28213,35.2752686,-80.7664162,3.5,3,1,hotels & travel
1186,8-ymYx-T2TGZ8n2p3ct-9w,"""Mecklenburg County Market""",Myers Park,"""1515 Harding Pl""",Charlotte,NC,28204,35.205611499999996,-80.83783220000001,4.5,7,1,food
1188,IDW4QFw-fN_wk81G9OV-Mg,"""Nothing But Noodles""",Elizabeth,"""1605 Elizabeth Ave""",Charlotte,NC,28204,35.213744,-80.8262381,4.0,75,1,asian fusion
1221,TgDeUb2hCaSWm8mcEZ1I3g,"""Advance Auto Parts""",,"""6503 Wilkinson Blvd""",Belmont,NC,28012,35.2532803138,-81.0414393246,3.5,3,1,auto parts & supplies
1223,YIkICY9RC4tMuMux_cwGjw,"""Chico's""",South Park,"""4400 Sharon Rd, Rm N07, SouthPark""",Charlotte,NC,28211,35.1518374,-80.8304036,1.5,3,1,fashion
1275,fnXC8u-uVbekWQcugFvt-g,"""Gerard W. McNaught, LLC""",Ballantyne,"""3430 Toringdon Way, Ste 101A""",Charlotte,NC,28277,35.0678633,-80.84232159999999,2.0,4,1,real estate
1353,_csgqOCUWhaS4KAwm9Rcag,"""Chick-fil-A""",Steele Creek,"""14111 Rivergate Pkwy""",Charlotte,NC,28273,35.103883,-80.984753,2.5,46,1,restaurants
1378,h5ihGbkb8127_lk9iNnV4Q,"""Arby's""",Myers Park,"""311 S Kings Dr""",Charlotte,NC,28204,35.212601899999996,-80.833598,3.5,11,1,fast food
1394,DfvNArMYj0Jmw68GOCphFg,"""Aim 2 Please Moving""",,"""1726 Umstead St""",Charlotte,NC,28205,35.232411,-80.813181,3.0,7,1,movers
1436,MTsJ7fdfUKWJoGWWmNG79Q,"""MaidPro""",,"""609 Indian Trail Rd S""",Indian Trail,NC,28079,35.0700917,-80.6763555,4.5,5,1,personal assistants
1452,NgU3L6EE2XVgSO7a5xJ8SA,"""McDonalds""",,"""7810 Lyles Ln NW""",Concord,NC,28027,35.3668718,-80.7123008,2.0,9,1,restaurants
1486,zLRiLXCQAZNeDxy2VLhcaA,"""Amy's Hallmark Shop""",,"""10822 Providence Rd, Ste 300""",Charlotte,NC,28277,35.062411100000006,-80.77161690000001,3.0,3,1,event planning & services
1503,Jts5vT3G8D-6Vg-ssa9kWg,"""PC Paramedic - Mint Hill Store""",,"""11300 Lawyers Rd, Ste J""",Mint Hill,NC,28227,35.1728729,-80.6568436,4.5,8,1,home network installation
1507,L2N6cnMkxbe9_96mjDi_yA,"""Champion Fence Builders""",Eastland,"""10328 Robinson Church Rd""",Charlotte,NC,28215,35.236963,-80.670506,5.0,4,1,home services
1536,EBywsNAway7Ftne0wAm0Tw,"""United States Post Office""",Plaza Midwood,"""1233 The Plz""",Charlotte,NC,28205,35.219644200000005,-80.8111415,3.0,11,1,public services & government
1581,z79chiQq5PWApCURaJxA3w,"""CoCoCoHome""",,"""19725 Oak St, Ste 5""",Cornelius,NC,28031,35.4806156,-80.86033359999999,3.0,16,1,shopping
1623,LdA9FSWSIqj-6_fQw1mLdA,"""MTB Mechanical""",,"""1201 Industrial Dr""",Matthews,NC,28105,35.1279127,-80.72769079999999,4.5,45,1,heating & air conditioning/hvac
1637,cbJRBViDCVCFC7SOPvV6Tg,"""Loc-Doc Security""",,"""4301-O Stuart Andrew Blvd""",Charlotte,NC,28217,35.1893154,-80.8877849,2.0,3,1,local services
1654,3vkP6t_kKN3JT8MMUaBVEA,"""Original Pancake House""",Myers Park,"""915 Charlottetowne Ave""",Charlotte,NC,28204,35.2135311,-80.8324573,4.0,226,1,breakfast & brunch
1658,4OCHor3NL5FymD4Q57yB_w,"""Bath & Body Works""",Steele Creek,"""14135 Steele Creek Rd, Bldg N, Ste 30""",Charlotte,NC,28273,35.1022170989,-80.9862166336,3.0,6,1,home decor
1670,lTidZpUU1ikHfoKctJCanw,"""Reflections Photography""",,"""418 Whitewater Way NW""",Concord,NC,28027,35.372968,-80.6852059,5.0,3,1,photographers
1676,ecwBA0TqyzW3pCmFm1jpow,"""A Plus Garage Doors""",South Park,"""6000 Fairview Rd, Ste 1200""",Charlotte,NC,28210,35.1505016,-80.8389371,1.0,3,1,home services
1682,n2WtavwwYZyOr0ImiImquQ,"""Jack in the Box""",Biddleville,"""220 N Hoskins Rd""",Charlotte,NC,28216,35.2660805,-80.882307,2.5,11,1,fast food
1698,fOKeVUHC7nb6c8G5sILdHQ,"""Tony's Pizza""",,"""9548 Mt Holly Huntersville Rd""",Huntersville,NC,28078,35.357556,-80.868144,4.5,99,1,sandwiches
1725,aV4lmp3mQHhi6eykm2VOBg,"""Gracie Barra - Charlotte""",,"""3324 South Blvd""",Charlotte,NC,28209,35.195226802600004,-80.8729310149,5.0,13,1,gyms
1726,8F1mm36QXYRph9_vjBlTuw,"""Wing Haven Gardens & Bird Sanctuary""",,"""248 Ridgewood Ave""",Charlotte,NC,28209,35.178986,-80.840878,4.0,8,1,parks
1738,fycIi0QxogW2yNmcNu1C1A,"""Juanita's Bakery""",Starmount,"""4724 Old Pineville Rd, Ste-A""",Charlotte,NC,28217,35.176921,-80.8803162,4.5,8,1,bakeries
1766,I-6_QxxGb_SsvFJhjrphVg,"""Orkin Pest Control""",,"""""",Charlotte,NC,28269,35.3352529,-80.7990185,1.0,3,1,pest control
1773,K2H_d8GoJDfTqgYVPK8gdQ,"""My Nail Spa""",,"""6426 W Sugar Creek Rd""",Charlotte,NC,28269,35.3355676582,-80.7968481248,2.5,10,1,beauty & spas
1775,EX60HoNJRs3ALidmEGDgWA,"""Jimmy John's""",University City,"""350 E McCullough Dr""",Charlotte,NC,28263,35.3019365,-80.7491376,4.0,33,1,delis
1776,Cn7LdD5-vewWHm7NWVqMKw,"""Greasy Axle""",Eastland,"""6230 Albemarle Rd""",Charlotte,NC,28212,35.2026091235,-80.7391721383,2.0,5,1,oil change stations
1783,61_eWCVWBHmfuJ8AW1zpJQ,"""Given's Hair Braiding & Weaving""",,"""70 Concord Commons Pl SW""",Concord,NC,28027,35.390592600000005,-80.6204214,2.5,3,1,hair salons
1806,2INywT8Bxcb-El-6x3IAyA,"""Waterbean Coffee""",,"""9705 Sam Furr Rd, Ste A""",Huntersville,NC,28078,35.4430099681,-80.8640987038,4.5,49,1,coffee & tea
1840,Fkq9XANE0HwxkOYRlo0VMA,"""McClintock Heating & Cooling""",,"""1253 Matthews-Mint Hill Rd""",Matthews,NC,28105,35.119512,-80.701841,3.5,9,1,heating & air conditioning/hvac
1844,lHG_CQdUR0xQnrivvYqssA,"""Closets by Design""",Steele Creek,"""1200 Westinghouse Blvd, Ste E""",Charlotte,NC,28273,35.1197758,-80.9313925,2.5,3,1,home organization
1846,eErUMgKs34zV54cuL6gR1w,"""Juelerye""",,"""20901 Catawba Ave""",Cornelius,NC,28031,35.484046,-80.86730899999999,5.0,3,1,shopping
1876,WqABLh9Um6_6G3Uwkuj3qw,"""Crossroads Ford of Indian Trail""",,"""88 Dale Jarrett Blvd""",Indian Trail,NC,28079,35.056481,-80.625946,2.0,13,1,auto parts & supplies
1897,CwRPGB3WzV3IE4IukRFI2g,"""Pizza Hut""",,"""8800 Pineville Matthews Rd""",Charlotte,NC,28226,35.089258,-80.8683306,2.0,11,1,pizza
1909,pOfQ5CnE8YxZeQNvf7WdkQ,"""Cold Stone Creamery""",Highland Creek,"""2700 W Mallard Creek Church Rd, Ste 210""",Charlotte,NC,28262,35.340251,-80.7649965,3.0,25,1,ice cream & frozen yogurt
1912,A5cXm3led0h8zkek06lRHg,"""Public Storage""",,"""1620 Providence Rd S""",Waxhaw,NC,28173,34.9883028,-80.7738068,5.0,7,1,self storage
1922,M-AvKB7yDY_3BpqsP_bHZQ,"""Puckett's Farm Equipment""",Derita,"""2740 W Sugar Creek Rd""",Charlotte,NC,28262,35.300374100000006,-80.8012766,3.5,7,1,bars
1943,mCKquKkizL5LSX7ayupF2w,"""Maid Brigade of Charlotte""",,"""1014 Industrial Dr""",Matthews,NC,28105,35.125625,-80.727364,3.0,12,1,home services
1952,Xgz7-7iXNqJj_ulKB3UnzA,"""Abbeydale""",Uptown,"""112 South Tryon St, Ste 600""",Charlotte,NC,28202,35.2270964,-80.8438287,5.0,7,1,shopping
1954,2hs0mJyuqjwDzcZ_qT9oZg,"""Valvoline Instant Oil Change""",,"""13904 W Hwy 74""",Indian Trail,NC,28079,35.07962379999999,-80.6562536,4.0,5,1,oil change stations
1986,fBfi9TH1f91MRIyvPoL-hA,"""Harris Teeter""",,"""7800 Stevens Mill Rd""",Matthews,NC,28104,35.1400624,-80.6237017,3.5,7,1,flowers & gifts
1992,ObcMSGc1uotvpnwydoStIg,"""Earl's Grocery""",Elizabeth,"""1609 Elizabeth Ave""",Charlotte,NC,28204,35.213640999999996,-80.82616800000001,4.5,152,1,caterers
1996,-vP9rja8YzbRRTX5C1K3dQ,"""Tacos La Hidalguense""",,"""2635 Little Rock Rd""",Charlotte,NC,28214,35.242273,-80.937658,4.0,6,1,mexican
2052,ZP0WjPxvJxT2YxW5O_QlSg,"""Pine Island Country Club""",,"""1701 Stoneyridge Dr""",Charlotte,NC,28214,35.298231,-80.96853,4.5,6,1,arts & entertainment
2080,RF2ufigv1wgpRFylvhREzA,"""Hart Witzen""",NoDa,"""136 E 36th St""",Charlotte,NC,28206,35.251556,-80.807905,4.0,6,1,art galleries
2095,qH9yU2LWRn8W29WF0tkeYA,"""Auto Selection of Charlotte""",Eastland,"""6802 S Blvd""",Charlotte,NC,28217,35.228010999999995,-80.72677900000001,2.0,4,1,automotive
2110,J3-aXlcSCkONb_ccRpWE2g,"""Fairfield Inn Charlotte Gastonia""",,"""1860 Remount Rd""",Gastonia,NC,28054,35.270517100000006,-81.1459207,3.0,16,1,hotels & travel
2118,nM-MtuDPVKbe2I5kghLY_A,"""Hh Gregg Appliances and Electronics""",,"""9509 South Blvd""",Charlotte,NC,28273,35.106551200000006,-80.8799696,2.5,16,1,shopping
2148,8ZtdhktKvNWGsZqBZkIScg,"""Sarah's Pet Spa""",,"""404 Wincoff School Rd""",Concord,NC,28027,35.447176,-80.620343,3.5,3,1,pets
2159,S9kfL9bFU1ACksS9kRrjpA,"""Waterford Hills Apartments""",,"""6219 Waterford Hills Dr""",Charlotte,NC,28269,35.3337283,-80.8009509,2.0,6,1,real estate
2171,L6_GCYFCDhrhM6c_pUqbHg,"""Planet Mitsubishi""",,"""110 Northchase Dr, Ste C""",Charlotte,NC,28213,35.262145399999994,-80.7745474,3.0,6,1,car dealers
2184,xlUoy-OVO-EgZzfiHJk1Hg,"""Wendy's""",Steele Creek,"""8720 Rachel Freeman Way""",Charlotte,NC,28278,35.1637880258,-80.9722954028,2.0,12,1,restaurants
2207,akPyWKARJ_-ZmnVBgpLyRw,"""Old Stone Steakhouse""",,"""23 S Main St""",Belmont,NC,28012,35.241715,-81.0378824,3.5,101,1,restaurants
2210,hZDIDUooZY85uFywTllgFQ,"""Larry Jay Mitsubishi""",Starmount,"""8415 South Blvd""",Charlotte,NC,28273,35.122464,-80.878928,2.5,6,1,used car dealers
2242,n5wZxYrle8ROuK-Saq-yyw,"""Luisa's Brick Oven""",,"""1730 Abbey Pl""",Charlotte,NC,28209,35.170640999999996,-80.84658,4.0,93,1,pizza
2246,vwED08pmUlJQkJi7npKFJQ,"""American Wash Systems""",Steele Creek,"""10324 S Tryon St""",Charlotte,NC,28273,35.121331,-80.950412,4.0,13,1,car wash
2261,EijCyFJYqszy04Wgbk0Nfw,"""McClure Collision Center""",Starmount,"""6400 South Blvd""",Charlotte,NC,28217,35.147834,-80.8768599,5.0,15,1,auto repair
2262,QIcXq4Z3_2lvg9rmmoGF-A,"""Ruby Tuesday""",Starmount,"""8905 Red Oak Blvd""",Charlotte,NC,28217,35.1390711,-80.9082719,2.5,62,1,american (traditional)
2273,vIEDWhSPO8AZMBsPsICucA,"""Copus 1 Indian Trail Apartments""",,"""1021 Glenn Valley Ln""",Indian Trail,NC,28079,35.065903999999996,-80.67644,2.5,3,1,apartments
2302,wEhtqcfrhVbg4--3DNUSZw,"""Buffalo Wild Wings""",,"""9402 Northlake W Dr, Ste 103""",Charlotte,NC,28216,35.3466584621,-80.8608346287,2.5,81,1,chicken wings
2313,WTFDOzWP0DYzRDIjzEXwBw,"""Firestone Complete Auto Care""",,"""6650 E Wilkinson Blvd""",Belmont,NC,28012,35.2519490238,-81.0340791765,4.0,9,1,oil change stations
2320,88RyGMiwYg-yIDWdT0jbsA,"""Fitness Together""",,"""1600 E Woodlawn Rd, Ste 255""",Charlotte,NC,28209,35.171735299999995,-80.8492716,5.0,3,1,gyms
2367,hWK2yx9mFbr7Ix-78Ki8rg,"""Tullock Automotive""",,"""625 Stallings Rd""",Matthews,NC,28104,35.08912479999999,-80.6886879,4.5,14,1,automotive
2372,Y84fM25GsIWfS7E0dMIKDQ,"""Cedar Street Tavern""",Third Ward,"""120 N Cedar St, Ste 755""",Charlotte,NC,28202,35.233451200000005,-80.848997,3.5,62,1,bars
2377,EKeoVnk8s-vPjr-aO5sdZg,"""Uptown Catering Company""",,"""1431 Bryant St""",Charlotte,NC,28208,35.2275238037,-80.8658828735,5.0,3,1,event planning & services
2384,YusEQe7E7UakN21E1EKFzQ,"""The Suffolk Punch""",South Park,"""4400 Sharon Rd""",Charlotte,NC,28211,35.152188,-80.83176,4.0,3,1,food
2428,z8ELN66GLF1M7vhfx3BdhA,"""Queen City Health Center""",South Park,"""4421 Sharon Rd, Ste 100""",Charlotte,NC,28211,35.151061,-80.82732299999999,5.0,3,1,health & medical
2437,gU9_PUEdOOoBaSM49SRObg,"""Parry's Pizzeria & Bar""",,"""6851 Northlake Mall Dr""",Charlotte,NC,28216,35.352548999999996,-80.85118100000001,3.5,15,1,beer bar
2462,sOp6feWKRJ_77yP2z0S3NQ,"""Integra Springs at Kellswater Apartments""",,"""4800 Integra Springs Blvd""",Kannapolis,NC,28081,35.4693968,-80.6633095,2.0,5,1,apartments
2463,BE04tjYHMhaHRQbAiJ9JTg,"""Dunkin' Donuts""",,"""2267 Spider Dr NE""",Kannapolis,NC,28083,35.4646775311,-80.5921291057,2.5,7,1,coffee & tea
2467,SFov0pG7oHZMaqc9ow93nQ,"""West Mecklenburg Recycling Center""",Steele Creek,"""8440 Byrum Dr""",Charlotte,NC,28217,35.192026899999995,-80.9486321,3.0,3,1,recycling center
2483,x8YzT_havw_O8y4uxzBb-w,"""Details Home Boutique""",,"""4301 Park Rd, Ste D, Park Road Shopping Center""",Charlotte,NC,28209,35.173141799999996,-80.8502018,3.5,9,1,furniture stores
2498,znvLtOdq9a6d0qbwzb_qdQ,"""Legacy Fence Company""",,"""""",Waxhaw,NC,28173,34.9245935,-80.74340190000001,2.5,4,1,fences & gates
2500,OIO1RVPOE6kfqnPptF38-Q,"""Modish Nail Spa""",,"""7280 Caldwell Rd""",Harrisburg,NC,28075,35.3156266699,-80.6741858302,4.0,32,1,beauty & spas
2502,kkvhQBT1Oh73sVSYZMXeDA,"""McDonald's""",Starmount,"""9505 South Blvd""",Charlotte,NC,28273,35.107271000000004,-80.880374,1.0,8,1,burgers
2503,y_9Nu0uJ-VgRbGZf_6g49w,"""Waiter's Choice Catering""",Starmount,"""8031 Arrowridge Blvd""",Charlotte,NC,28273,35.134436,-80.908506,5.0,6,1,caterers
2520,UONIdcsPnUSC1IZmlUUCeA,"""Tokyo Express""",,"""3375 Cloverleaf Pkwy""",Kannapolis,NC,28083,35.4478523,-80.6050342,4.0,6,1,japanese
