,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
322,VGRn5KgYKMkqdIKtBUzQQA,"""Wahlburgers""",Gateway District,"""2105 Ontario St""",Cleveland,OH,44115,41.497811999999996,-81.691629,3.0,100,1,american (traditional)
343,YpwmtRca3LEen-GOiuhI3g,"""Urban Auto Center""",Puritas-Longmead,"""4141 W 130th St""",Cleveland,OH,44135,41.44153,-81.779454,5.0,3,1,automotive
376,NQoHMr3U7fIWRC1eCTYe4w,"""CVS Pharmacy""",,"""9040 Mentor Ave""",Mentor,OH,44060,41.666088375,-81.3395804618,1.5,3,1,drugstores
390,Aqz58iWN2FNa0Wq72Y6ZeA,"""ABM Parking""",Northeast District,"""1459 Hamilton Ave""",Cleveland,OH,44114,41.5078261,-81.6858122,1.0,3,1,automotive
405,n7rL5vPR5zHvTYvxcnihAg,"""Cleveland Metrobark""",Goodrich Kirtland,"""3939 Payne Ave""",Cleveland,OH,44114,41.5105792,-81.66047270000001,4.0,6,1,pet groomers
451,ECqc9Xd0dTdKmcNrbIizAw,"""Los Girasoles""",,"""4441 State Route 43""",Kent,OH,44240,41.110532899999995,-81.34804270000001,4.0,54,1,southern
494,SlV041GfQWhMM-G5R3yerw,"""Sal's Barber Shop""",,"""234 N Main St""",Hudson,OH,44236,41.243179,-81.44058100000001,4.5,11,1,barbers
514,lK-wuiq8b1TuU7bfbQZgsg,"""Hingetown""",Ohio City,"""""",Cleveland,OH,44113,41.4893428107,-81.711028698,3.0,4,1,shopping
542,1cc7O0VK7INwTvX3Unkq-w,"""David's Bridal""",,"""3265 W Market St""",Fairlawn,OH,44333,41.134196,-81.61895200000001,4.0,4,1,bridal
588,wztnDEbXD1VNvHMMPj2tMw,"""Steak 'n Shake""",,"""597 E Aurora Rd""",Macedonia,OH,44056,41.3143189,-81.5172353,1.5,42,1,burgers
590,C_5X1heCp_eQyzfmM6tGog,"""Red Cedar Coffee Company""",,"""711 W Bagley Rd, Ste 5""",Berea,OH,44017,41.371833,-81.8781598,5.0,8,1,food
607,oHeiAs-mnDJU1_4BD8_5Dg,"""Señor Tequila Mexican Grill & Cantina""",,"""13114 Shaker Square""",Cleveland,OH,44120,41.48346970000001,-81.5911498,3.5,49,1,mexican
613,2Oj61EYHwbH6JdrLp3alSg,"""barre3 - Solon""",,"""6130 Kruse Dr""",Solon,OH,44139,41.392069299999996,-81.44261750000001,5.0,3,1,pilates
627,tpG_KqvR1v2GrlLKNAChBw,"""Wings Sports Bar & Grill""",,"""14516 Broadway Ave""",Cleveland,OH,44125,41.4223755,-81.5801048,3.0,4,1,bars
644,7aUnd76Myn3ocL425AWGeg,"""Venice Cafe""",,"""163 Franklin Ave""",Kent,OH,44240,41.152875,-81.358754,4.0,14,1,restaurants
651,eY2i8JbK0AnFvMs-CyV39w,"""Pizza Hut""",,"""22455 Shore Center Dr""",Euclid,OH,44123,41.6088331,-81.52502,1.5,8,1,restaurants
655,iQU50k9xnXLtRPfrwRPVMw,"""Marshalls""",,"""35854 Detroit Rd""",Avon,OH,44011,41.462995,-82.0152559,3.5,5,1,fashion
659,8U7Ci7vkcthVB-zOtMJRiA,"""The Tanglewood Club""",,"""8745 Tanglewood Trl""",Chagrin Falls,OH,44023,41.3984554,-81.33113309999999,4.5,3,1,event planning & services
661,kgAFhUm4sim7RPnNDvSZew,"""Papa John's Pizza""",,"""24753 Lorain Rd""",North Olmsted,OH,44070,41.425152000000004,-81.896178,1.0,7,1,pizza
677,romgQ86SUEloWN3RcE-WQA,"""Ganley's Mayfield Nissan""",,"""6060 Mayfield Rd""",Mayfield Heights,OH,44124,41.5194757,-81.46122709999999,3.0,10,1,used car dealers
682,BQwOjb8XH_Mlz75HnOoJYQ,"""B & B Sports Cards""",,"""22235 Lorain Rd""",Fairview Park,OH,44126,41.4405408,-81.8662568,5.0,3,1,hobby shops
692,thFG6fpgVR1CEWGdj489kg,"""Blossom Shoppe""",,"""8022 York Rd""",North Royalton,OH,44133,41.349961,-81.760264,5.0,4,1,florists
723,itnExCtgV-49SKgMs3M7kg,"""Chipotle Mexican Grill""",,"""899 N Ct St""",Medina,OH,44256,41.1361174,-81.71994670000001,3.5,18,1,restaurants
726,tKiPXxot_ckdlQlv1QNpPA,"""Bryan's Marathon""",,"""2294 Lee Rd""",Cleveland,OH,44118,41.4973511,-81.5655088,5.0,3,1,gas stations
745,93_7V-WsgBd8-s_c9_VchQ,"""Old School Iron Gym""",,"""5139 W 140th St, Unit A""",Brook Park,OH,44142,41.415746999999996,-81.791252,5.0,10,1,active life
748,TIpwAF4h4A7Smj17T8uL9A,"""Brickhouse Burgers""",,"""8533 East Washington St""",Chagrin Falls,OH,44023,41.411177,-81.33773190000001,3.0,11,1,burgers
769,mRoCnoKlqy540taSkn1_CA,"""Roto-Rooter Plumbing & Water Cleanup""",Jefferson,"""10007 Dennison Avenue""",Cleveland,OH,44111,41.452259999999995,-81.7841703,3.5,13,1,damage restoration
771,gchI4BdZ76teMX9BsI2H-w,"""Maria's Family Restaurant""",,"""22578 Lake Shore Blvd""",Euclid,OH,44123,41.611009,-81.523539,2.5,9,1,steakhouses
773,M6jDeU_3sigyxVnRgHTBDg,"""Jersey Mike's Subs""",,"""8440 E Washington St""",Bainbridge,OH,44023,41.41236,-81.33940679999999,4.5,5,1,sandwiches
775,kBPTppCc9SBNVyEry2l74g,"""Aldi""",,"""5216 Detroit Rd""",Sheffield Village,OH,44035,41.42457520000001,-82.0789296,4.0,5,1,grocery
808,NkK79tpKyksJY7HlK6epXw,"""Mike's Barber Shop""",,"""8506 Mentor Ave""",Mentor,OH,44060,41.667351000000004,-81.33659890000001,3.5,5,1,beauty & spas
809,Tvg8i6x2DOqC1KDi3w4KBw,"""Sturbridge Square Apartments""",,"""1500 Westford Cir""",Westlake,OH,44145,41.46628270000001,-81.9453563,3.5,3,1,apartments
811,6_WrAhRjWMZ3t8ZFGYdxBQ,"""Bangs Salon""",,"""5135 Mayfield Rd""",Lyndhurst,OH,44124,41.5204239,-81.4947804,3.0,7,1,eyebrow services
820,kyphxFtMIC6w7ktg-fwxWA,"""Panera Bread""",University,"""11490 Euclid Ave""",Cleveland,OH,44106,41.509763,-81.603852,2.0,41,1,food
824,YT9zQ9dL4sFZg0Y8IPK6CQ,"""Souper Market""",,"""14809 Detroit Ave""",Lakewood,OH,44107,41.4850994,-81.800013,4.5,61,1,restaurants
837,wkUVdJTeWQiY7U-gOOMYWQ,"""Facelogic Spa""",,"""3130 Westgate""",Fairview Park,OH,44126,41.461125700000004,-81.8507057,3.5,27,1,beauty & spas
849,LfpSzyou33GLK4gsn4Rf6w,"""Chiropractic Health Services""",,"""11820 Detroit Ave""",Lakewood,OH,44107,41.484124,-81.771067,5.0,4,1,health & medical
859,marOQtgf5NjgYrSonbquNQ,"""Rocky River Med Spa - The Fountain Clinic""",,"""19353 Detroit Rd""",Rocky River,OH,44116,41.4810262,-81.83677420000001,2.0,8,1,tattoo removal
875,Thfgsj3aiwyFvJ8PZ0ZUxA,"""Miranda's Vintage Bridal""",Tremont,"""2685 W 14th St""",Cleveland,OH,44113,41.475628,-81.690924,5.0,12,1,fashion
887,rwKSKNRKXVERaltnjVltEA,"""Arcade Pizza""",North Broadway,"""5319 Broadway Ave""",Cleveland,OH,44127,41.4688917,-81.6527921,3.5,18,1,pizza
894,Y8L-n2BUbCr31by8eYBazg,"""Banya Tamazonka""",,"""2070 S Taylor Rd""",Cleveland,OH,44118,41.502577,-81.556349,4.0,4,1,day spas
903,GgtVdnpswkydmT709g87Mg,"""Artists Uncorkd""",,"""17020 Madison Ave""",Lakewood,OH,44107,41.489967,-81.77986999999999,4.5,3,1,arts & entertainment
909,oCsMUWF8gudHBE4lga0Bpw,"""Domino's Pizza""",,"""33670 Aurora Rd""",Solon,OH,44139,41.384607,-81.43956800000001,2.5,7,1,pizza
915,kuvpCp2cr3nOxDGaWR6tFQ,"""Sam's Club Members Only""",,"""5600 Emerald Ct""",Mentor,OH,44060,41.7173425,-81.29290390000001,3.5,6,1,wholesale stores
917,UfF34c3RxxqYg4sXfte8gQ,"""Koski DePaul Dental Group""",,"""5564 Wilson Mills Rd, Ste 102""",Highland Heights,OH,44143,41.538596999999996,-81.479029,5.0,5,1,dentists
929,Q6mEGc_pml8-QCfPHfqCcA,"""Ignite Hairsalon""",,"""67 1/2 N Main St""",Chagrin Falls,OH,44022,41.430378600000004,-81.3914011,3.0,4,1,beauty & spas
955,MYTBJTPxkxF3bP1nqGKiUQ,"""Kent Free Library""",,"""312 W Main St""",Kent,OH,44240,41.1533443,-81.36127890000002,5.0,5,1,libraries
992,HIvLwkEYuGRtI17H2x7RuQ,"""Bold Food & Drink""",East Bank,"""1121 W 10th St""",Cleveland,OH,44113,41.500625799999995,-81.7043299,4.0,114,1,american (new)
999,d_cDUNNrt7046lrxAE04vA,"""Dunkin' Donuts""",,"""815 E Aurora Rd""",Macedonia,OH,44056,41.31418,-81.509559,2.5,12,1,food
1008,T8GUNVlPTk_weZw69Vn5mg,"""Dunkin' Donuts""",,"""3027 Graham Rd, Ste 4""",Stow,OH,44224,41.1670767406,-81.4048124136,1.0,3,1,coffee & tea
1046,EzCQZSXKlqgnsoMIuu7LyA,"""Lakewood Family Health Center - Cleveland Clinic""",,"""16215 Madison Ave""",Lakewood,OH,44107,41.477057,-81.8112627,3.5,8,1,health & medical
1056,5w308TrL-7RQERpZmHSYow,"""West Shore Family Branch YMCA""",,"""1575 Columbia Rd""",Westlake,OH,44145,41.4644348,-81.90030990000001,3.0,6,1,child care & day care
1075,NlBifQZCNUAnbuo_wKIVpg,"""Bada Bing Pizza""",,"""36 S State St""",Painesville,OH,44077,41.725245,-81.240953,4.5,31,1,pizza
1084,RfZjZ1SPN69s7xhlP_QeMQ,"""Fred's Breads and More""",Old Brooklyn,"""2330 Broadview Rd""",Cleveland,OH,44109,41.439495,-81.700901,4.0,4,1,bakeries
1094,roK6f1bMuKG3XC-r01Oo5w,"""Chagrin Lagoons Yacht Club""",,"""35111 Lagoon Dr""",Eastlake,OH,44095,41.6671564,-81.4252181,4.5,3,1,country clubs
1095,fYE_cVhZmIdONYEKnwKP_A,"""Nice Ride Auto Wholesale""",,"""1517 East 367th St""",Eastlake,OH,44095,41.6398144,-81.4240623,5.0,3,1,car dealers
1101,y4giWpQy1TYYX7sZOk9NNg,"""Wendy's""",,"""15170 Bagley Rd""",Cleveland,OH,44130,41.3692706,-81.8045915,2.0,5,1,burgers
1142,H10R4bK0-8nOFws_TsSdLA,"""Anytime Appliance Repair""",,"""4503 Maplecrest Ave""",Cleveland,OH,44134,41.398599299999994,-81.716217,4.5,13,1,local services
1143,a1DFzgQRYAmfA5o1fDVPEQ,"""Insomnia Cookies""",,"""18508 Detroit Ave""",Lakewood,OH,44107,41.482157799999996,-81.8271253,2.5,7,1,desserts
1176,GrgwZYyq8MRp7_-eDTqK-A,"""Fox Den Golf Course""",,"""2770 Call Rd""",Stow,OH,44224,41.184917999999996,-81.40736899999999,4.0,4,1,active life
1192,ib0cmmBquUJ0xHcsIRQthQ,"""Best Western Plus Lawnfield Inn & Suites""",,"""8434 Mentor Ave""",Mentor,OH,44060,41.6662419,-81.338769,4.5,21,1,event planning & services
1204,NkvCJDNKLORDNytvebhU-Q,"""American Freight Furniture and Mattress""",,"""6767 Brookpark Rd""",Parma,OH,44129,41.4179419,-81.731204,3.0,12,1,home & garden
1230,Hv15VTPEUKQCMjfHVN-HgA,"""The Attention Center""",,"""5000 Rockside Rd, Ste 310""",Cleveland,OH,44134,41.3852956029,-81.70868583069999,2.5,3,1,health & medical
1231,RBxjXB7TJ5REc-msNuN2YA,"""Bradley Cohn, DDS""",,"""4320 Mayfield Rd""",Cleveland,OH,44121,41.520091,-81.5245187,2.5,3,1,general dentistry
1265,fxavkgtnwrV0DH7jgcPUrA,"""Two Sisters Clothing""",,"""4940 Darrow Rd""",Stow,OH,44224,41.1999953,-81.44063100000001,4.5,4,1,womens clothing
1267,D4Y0K_IHImGngs-rnNiEXw,"""Office""",,"""8800 Pearl Rd""",Cleveland,OH,44136,41.3452389,-81.8255027,3.5,3,1,na
1277,9dS2DSVKwWyyW5uwk7Dpzg,"""Fiesta Pizza & Chicken""",,"""1939 Bailey Rd""",Cuyahoga Falls,OH,44221,41.1332193,-81.4657781,4.0,11,1,pizza
1288,Jdkj9Ch_LuzqUEEzxbB46g,"""Ultimate Wash""",,"""5611 Darrow Rd""",Hudson,OH,44236,41.2189561,-81.43941140000001,2.5,8,1,car wash
1317,lriyEwWKxTzoO0HrMZfIlA,"""Budget HVAC""",,"""15700 Brookpark Rd""",Cleveland,OH,44135,41.419353,-81.807602,2.0,3,1,home services
1367,pIGh1N_7LGD4wEgWmIai2w,"""Men's Wearhouse""",,"""17230 Royalton Rd""",Strongsville,OH,44136,41.3142205985,-81.8210113049,4.0,4,1,plus size fashion
1386,LdHtEVDZQhlz2N98IqcYUg,"""Taco Bell""",,"""7475 Day Dr""",Parma,OH,44129,41.380491,-81.734714,2.5,7,1,restaurants
1405,cOcplwKfHIT3gwOGnGt_Sw,"""Cuyahoga Valley National Park""",,"""1550 Boston Mills Rd""",Peninsula,OH,44264,41.2629542,-81.5587232,4.0,56,1,active life
1426,_wpUUDnJwrn7eSYAjnv7WA,"""Brothers Lounge""",Edgewater,"""11609 Detroit Ave""",Cleveland,OH,44102,41.4831317,-81.7678484,4.0,60,1,lounges
1441,Ub-RrbQWAV_JuVyYixynfg,"""Villa Fresh Italian Kitchen""",Riverside,"""5300 Riverside Dr""",Cleveland,OH,44135,41.4106123,-81.83865899999999,2.5,11,1,pizza
1442,p_XtmpNFVlUClWdjBVWKlw,"""Petco""",,"""6025 Kruse Dr, Ste 159""",Solon,OH,44139,41.3932572098,-81.4428574686,2.5,5,1,pet services
1444,z71IqTCbQW7uzw2H2T1QrA,"""87 West 2""",,"""287 Crocker Park Blvd""",Westlake,OH,44145,41.4594181,-81.95362740000002,4.0,89,1,bars
1450,9SenDJswlHJNiplCfiZs_g,"""Awareness Massage and Wellness Center, LLC""",,"""9853 Johnnycake Ridge Rd, Ste 306A""",Mentor,OH,44060,41.6734511,-81.2827318,5.0,7,1,health & medical
1451,WYzPWifJZg18BhJW8MrmXg,"""Spring & Sprout Pediatric Dentistry""",,"""15380 Bagley Rd""",Middleburg Heights,OH,44130,41.370095899999995,-81.805838,5.0,3,1,dentists
1475,CvP516pjOdcJJkaMjl8rPw,"""China Kitchen II""",,"""5607 Turney Rd""",Cleveland,OH,44125,41.410601,-81.600866,3.5,10,1,chinese
1492,a2gWPZZC0N3d_xGttDm6ow,"""Peter B Lewis Aquatic & Therapy Center""",,"""27300 Cedar Rd""",Cleveland,OH,44122,41.5007962,-81.4857291,2.0,4,1,active life
1496,3Cnonn4ook40H8Pu1NeDMw,"""Cambridge Jewelers""",,"""76 Maple Dr""",Hudson,OH,44236,41.238857,-81.436239,5.0,4,1,jewelry
1504,dEBcXzNiY9UV3OBsZhEDaQ,"""Lyndhurst Luggage & Shoe Repair""",,"""5102 Mayfield Rd""",Cleveland,OH,44124,41.5191111,-81.4964447,3.0,6,1,sewing & alterations
1537,GGwxKT9nErLDH5T9tmcD4Q,"""Cleveland Public Library - Jefferson""",Tremont,"""850 Jefferson Ave""",Cleveland,OH,44113,41.479263,-81.685254,4.5,7,1,public services & government
1544,YBxThPNsPWjXZX9jS7EgtQ,"""Ryan Homes""",,"""3281 Evans Way""",Twinsburg,OH,44087,41.320854,-81.419861,2.0,3,1,contractors
1545,xztEzfOUC2C_UuP8504tNA,"""Garfield Memorial United Methodist Church""",,"""3650 Lander Rd""",Cleveland,OH,44124,41.460751,-81.4638949,5.0,3,1,religious organizations
1561,ghWZ2gBeCbrWOns68afDJw,"""United Dairy Farmers""",,"""1900 Lee Rd""",Cleveland,OH,44118,41.5079503,-81.56590990000001,3.0,3,1,food
1568,lWcNGBfOzdnpHgpAq7plMQ,"""Danny Mac's""",Old Brooklyn,"""4920 Pearl Rd""",Cleveland,OH,44109,41.42403529999999,-81.72229659999999,3.0,7,1,nightlife
1578,kfbBBxJg-oatbY-YHf7qpw,"""Mavis Winkle's Irish Pub""",,"""8870 Darrow Rd""",Twinsburg,OH,44087,41.30730379999999,-81.4419172,3.5,50,1,restaurants
1593,3m27fWqn0KBnGpi30hdtrA,"""Johnson Michael A DDS""",,"""850 Brainard Rd""",Cleveland,OH,44143,41.53759,-81.478916,4.5,5,1,dentists
1594,Xk05B3MApfGZB-s3vQkuyA,"""Cleveland Jet Center""",,"""26380 Curtiss Wright Pkwy""",Cleveland,OH,44143,41.5667157,-81.49141879999999,3.5,3,1,hotels & travel
1605,UKONtqenZ56MP53Z-hVyZg,"""Verne & Ellsworth Hann""",,"""2026 Lee Rd""",Cleveland,OH,44118,41.4976955,-81.5652025,2.0,4,1,plumbing
1616,hZJw3wCXWU2m3miaOinznQ,"""Joseph's Hair & Nail Salon""",,"""13301 Prospect Rd""",Strongsville,OH,44149,41.317277000000004,-81.8570979,2.5,13,1,beauty & spas
1627,3Xjexew-bEQdXLyv9cVUCQ,"""On the Edge Honda Suzuki""",,"""7513 Leavit Rd""",Amherst,OH,44001,41.387475,-82.2088602,2.5,3,1,automotive
1641,zAnYxgkDJDxCBZmmm-kISA,"""Sofia's African Hair Braids Salon""",,"""2201 N Taylor Rd""",Cleveland Heights,OH,44112,41.530569,-81.561639,4.5,3,1,hair salons
1705,JsSo9YM4LIT2AuAG24xbew,"""Radiant Bride""",,"""19620 Detroit Rd""",Rocky River,OH,44116,41.4801612366,-81.8398521779,5.0,21,1,bridal
1710,0rrVAvYeo_NYZyL26deFOw,"""Mark's Cleaning Service""",,"""325 Elmwood Dr""",Medina,OH,44256,41.1355533,-81.8662729,5.0,3,1,carpet cleaning
1714,Ur4eYOFq4qVLHkZJNmcqfQ,"""Prosperity Social Club""",Tremont,"""1109 Starkweather Ave""",Cleveland,OH,44113,41.477068,-81.689789,4.0,182,1,restaurants
1728,WxQFr9xKubSeDDY8EKTpYg,"""Robeks""",,"""4025 Richmond Rd""",Beachwood,OH,44122,41.4472604444,-81.4969914034,3.5,10,1,juice bars & smoothies
1730,dmzwPu_wKO9LRfdsaiwOjw,"""Nails By Roza""",,"""23215 Commerce Park, Ste 202""",Beachwood,OH,44122,41.459951399999994,-81.51452040000001,1.0,3,1,nail salons
1774,2LjAiVBWQefB2oT0mkYBFQ,"""Marc's Stores""",,"""21661 Center Ridge Rd""",Rocky River,OH,44116,41.457714,-81.859473,3.5,9,1,shopping
1809,XMPBg6r_LqZhy9Cf-4ZJrA,"""Panera Bread""",,"""19705 Center Ridge Rd""",Rocky River,OH,44116,41.464591999999996,-81.841481,2.5,18,1,salad
1811,rPFNOLQ-XljZkoD9jowl8Q,"""Bill Kap Piano""",Windemere,"""14130 Euclid Ave""",Cleveland,OH,44112,41.5285747,-81.58396540000001,3.5,3,1,piano stores
1812,Jwa6JhtkYq46jZG_UZriZQ,"""The Little Birdie Wine Nest""",,"""6060 Broadview Rd""",Parma,OH,44134,41.3989124,-81.68963570000001,5.0,6,1,nightlife
1871,8QHpkczQFY23_zN0v1jx4A,"""Lady Jane's Hair Cuts For Men""",,"""5112 Mayfield Rd""",Lyndhurst,OH,44124,41.518963799999995,-81.4956886,4.0,9,1,beauty & spas
1873,eUxY9-SyEvCaAJZSNTHw5Q,"""American Plumbing""",,"""1063 Bradley Rd""",Westlake,OH,44145,41.4721245,-81.9583497,3.0,4,1,home services
1885,qGwz_gJIZdRs4vTPcaIg9w,"""Hilton Cleveland Downtown""",Civic Center,"""100 Lakeside Ave E""",Cleveland,OH,44114,41.5029404472,-81.6957642138,4.0,61,1,hotels & travel
1902,GmghE_tUm1OfBH0B0sPRdg,"""Rita Abdallah""",Detroit-Shoreway,"""""",Cleveland,OH,44102,41.478936299999994,-81.74041340000001,5.0,3,1,health & medical
1926,TXcVQfX4J0NqKRqgDBgWOA,"""Marco's Pizza""",,"""4163 Mayfield Rd""",Cleveland,OH,44121,41.5210662,-81.5303694,4.0,6,1,restaurants
1927,Uww9-q-q2x9PDNqCbA0hzg,"""Sacred Hour Wellness Spa""",,"""17917 Detroit Ave""",Lakewood,OH,44107,41.484111999999996,-81.821616,5.0,22,1,beauty & spas
1934,iGwJaUzuMNrdnTOBnqtmLA,"""LOVLOX""",,"""20249 Lake Rd""",Rocky River,OH,44116,41.483467,-81.8450189,5.0,6,1,hair salons
1947,Vfdh93_ziz2BIcCmqPG6Gg,"""Great Northern Shoe Repair""",,"""26655 Brookpark Rd Ext""",North Olmsted,OH,44070,41.419137899999996,-81.919668,3.5,3,1,shopping
1948,d6CPd6Rg__Hw-5ArLQ_k4Q,"""Candlewood Suites Cleveland-N. Olmsted""",,"""24741 Country Club Blvd""",North Olmsted,OH,44070,41.4156227,-81.8958655,3.5,12,1,hotels
1949,bgz3u3bhqck2nf7W7iVREQ,"""NTB - National Tire & Battery""",,"""25801 Lorain Rd""",North Olmsted,OH,44070,41.419535499999995,-81.9079439,2.0,3,1,auto repair
1950,mNG2OaKvnAABdLxODErnvA,"""Shaker Square Dry Cleaners & Tailoring""",,"""13107 Shaker Sq""",Cleveland,OH,44120,41.484347799999995,-81.5910413,3.5,6,1,sewing & alterations
1953,vdocaPsNLvbGJFF4ARzbzA,"""Burger King""",,"""1508 W River Rd N""",Elyria,OH,44035,41.3942224,-82.1068751,1.5,3,1,burgers
1968,AWoSFsyyj0gKXmX-5X_pyQ,"""Washington Street Diner""",,"""8233 E Washington St""",Chagrin Falls,OH,44023,41.4155085,-81.3480568,4.0,16,1,restaurants
1971,GcA4laq0bKWDC6-50ATs1w,"""Beau's On The River""",,"""1989 Front St""",Cuyahoga Falls,OH,44221,41.1326148,-81.4831774,3.5,47,1,american (new)
1989,ue15g25mkg7Q19Y2DLaqbw,"""Annabelle Bridal""",,"""17800 Chillicothe Rd""",Chagrin Falls,OH,44023,41.385231,-81.34079270000001,3.0,4,1,shopping
2069,TG6bz3o1vEjVcedBtFQ2yw,"""Boston Market""",,"""699 Howe Ave""",Cuyahoga Falls,OH,44221,41.119507,-81.4742246,3.0,6,1,event planning & services
2098,6lgkTtACpJR5Kijkc050KQ,"""Dragon Garden Restaurant""",,"""9415 Olde 8 Rd""",Northfield,OH,44067,41.316135700000004,-81.5384878,3.5,34,1,japanese
